Fecha;Hora;name;stationId;BBP;eBC;PM10;PM25;OZONO;CO;NO;NO2;NOX;SO2
2025-10-09;16:19;Puente Aranda;13;7.5;2;48.9;15.3;21.4;0.31;5.9;23.6;29.5;2
2025-10-09;16:19;MinAmbiente;17;;;31;6;20.5;0.89;6;12.6;18.6;0.3
2025-10-09;16:19;San Cristobal;24;18.5;0.8;15;7;20;0.26;3.6;5.5;9;0.2
2025-10-09;16:19;Movil 7ma;26;;;31.1;4.3;;-9999;;;;
2025-10-09;16:19;Bolivia;27;;;37.3;14;13.1;0.62;3.4;15.4;18.8;
2025-10-09;16:19;Fontibon;30;5.2;3;37.1;28.4;41;0.28;2.4;14.4;16.8;1.7
2025-10-09;16:19;Usme;32;;;19.9;7.5;26.1;0.38;7;12;19;4.9
2025-10-09;16:19;Jazmin;34;;;39.2;17.8;25.1;0.5;5.7;22.2;27.9;2
2025-10-09;16:19;Ciudad Bolivar;37;8.3;3.8;-9999;6.2;29.1;0.47;7.3;17.7;25;1.6
2025-10-09;16:19;Colina;38;;;14.4;7.5;10.8;0.21;3.9;12.4;16.3;1.4
2025-10-09;16:19;Movil Fontibon;39;;;81.3;18.4;;-9999;-9999;-9999;-9999;
