Fecha;Hora;name;stationId;NO;OZONO;NO2;eBC;PM25;SO2;PM10;NOX;BBP;CO
2026-01-14;15:27;Las Ferias;6;5.3;17.7;5.4;;3.0;;12.6;10.7;;0.24
2026-01-14;15:27;Guaymaral;8;4.5;15.4;5.5;;4.0;1.2;19.0;10.0;;0.25
2026-01-14;15:27;Kennedy;9;17.9;0.0;12.9;-9999.0;10.7;0.9;21.3;30.8;-9999.0;0.9
2026-01-14;15:27;Suba;11;3.1;11.4;3.3;;0.0;0.8;13.4;6.4;;0.3
2026-01-14;15:27;Puente Aranda;13;13.1;7.7;14.8;2.0;12.4;1.7;-9999.0;27.8;2.5;0.2
2026-01-14;15:27;MinAmbiente;17;2.7;18.9;2.7;;11.0;0.7;10.0;5.4;;0.26
2026-01-14;15:27;San Cristobal;24;1.4;14.8;0.1;0.3;4.0;2.2;8.0;1.5;3.4;0.3
2026-01-14;15:27;Movil 7ma;26;;;;;5.0;;12.5;;;-9999.0
2026-01-14;15:27;Bolivia;27;-9999.0;-9999.0;-9999.0;;4.6;;4.7;-9999.0;;-9999.0
2026-01-14;15:27;Fontibon;30;5.6;12.8;9.4;1.3;5.0;0.8;11.0;15.0;4.7;0.52
2026-01-14;15:27;Usme;32;6.2;16.3;5.6;;5.9;6.4;18.6;11.8;;0.3
2026-01-14;15:27;Jazmin;34;6.9;12.9;9.9;;5.2;0.8;10.2;16.8;;0.27
2026-01-14;15:27;Ciudad Bolivar;37;11.2;16.8;7.2;-9999.0;4.6;1.0;16.0;18.4;-9999.0;0.0
2026-01-14;15:27;Colina;38;1.8;14.8;5.8;;0.0;0.8;0.0;7.5;;0.35
2026-01-14;15:27;Movil Fontibon;39;-9999.0;;-9999.0;;15.5;;48.0;-9999.0;;-9999.0
2026-01-14;16:27;Usaquen;1;-9999;-9999;-9999;;3.3;-9999;9.3;-9999;;-9999
2026-01-14;16:27;Carvajal - Sevillana;3;;;;;27;1.5;55;;;1.03
2026-01-14;16:27;Tunal;4;35.3;12.2;4.6;1.8;5;1.6;24;39.8;1.1;-9999
2026-01-14;16:27;Centro de Alto Rendimiento;5;1.9;-9999;5.1;0.7;2.4;1.2;7.4;6.9;6.2;0.17
2026-01-14;16:27;Las Ferias;6;4.1;16.9;5;;6;;9.1;9.1;;0.18
2026-01-14;16:27;Guaymaral;8;4.9;15.1;5;;5;1.2;13;9.9;;0.25
2026-01-14;16:27;Kennedy;9;21.7;0;15.9;-9999;7.8;0.8;19.4;37.6;-9999;0.98
2026-01-14;16:27;Suba;11;2.9;11.4;3.2;;4;0.8;22;6.1;;0.28
2026-01-14;16:27;Puente Aranda;13;12.2;8;13.3;2.1;9.8;1.7;-9999;25.4;1.8;0.13
2026-01-14;16:27;MinAmbiente;17;3.9;17.7;3.2;;7;0.7;8;7.1;;0.31
2026-01-14;16:27;San Cristobal;24;1.4;12.2;0.1;0.8;13;2.3;15;1.6;12.1;0.35
2026-01-14;16:27;Movil 7ma;26;;;;;5.7;;8.2;;;-9999
2026-01-14;16:27;Bolivia;27;-9999;-9999;-9999;;6.1;;8.5;-9999;;-9999
2026-01-14;16:27;Fontibon;30;5.2;11.8;9.9;1.4;9;0.8;19;15.2;8;0.54
2026-01-14;16:27;Usme;32;7.7;14.5;6.9;;11;10.2;15.8;14.7;;0.34
2026-01-14;16:27;Jazmin;34;6;12.5;8.5;;4.9;0.7;13;14.5;;0.23
2026-01-14;16:27;Ciudad Bolivar;37;10.6;17;6.7;-9999;4.4;1;14.7;17.3;-9999;-0.01
2026-01-14;16:27;Colina;38;1.8;14.8;5.8;;0;0.8;0;7.5;;0.35
2026-01-14;16:27;Movil Fontibon;39;-9999;;-9999;;12;;42;-9999;;-9999
