Fecha;Hora;name;stationId;NOX;PM25;PM10;NO2;eBC;CO;SO2;OZONO;NO;BBP
2025-10-02;20:43;MinAmbiente;17;15.5;11;9;10.6;;0.38;0.4;25.4;4.9;
2025-10-02;20:43;San Cristobal;24;14.4;10;22;9.7;1;0.51;1;20.8;4.7;14.6
2025-10-02;20:43;Movil 7ma;26;;3.6;35.2;;;-9999;;;;
2025-10-02;20:43;Bolivia;27;24.5;3.7;15.8;19.6;;0.92;;7.6;4.9;
2025-10-02;20:43;Fontibon;30;35.5;19.6;30.9;31;3.8;0.51;0.9;8.1;4.5;5.6
2025-10-02;20:43;Usme;32;28.6;2.2;19.5;17.9;;0.52;5.9;25.1;10.7;
2025-10-02;20:43;Jazmin;34;18.8;2.5;8.7;15.8;;0.44;0.9;22.5;3;
2025-10-02;20:43;Ciudad Bolivar;37;13.1;11.3;25.4;12.1;2.3;0.5;1.4;26.6;0.9;4.1
2025-10-02;20:43;Colina;38;17.5;17.2;0.2;15.4;;0.34;1.1;-0.4;2.1;
2025-10-02;20:43;Movil Fontibon;39;-9999;20;64.5;-9999;;-9999;;;-9999;
