Fecha;Hora;name;stationId;NO2;PM10;BBP;CO;NOX;PM25;NO;eBC;SO2;OZONO
2025-12-05;13:33;Usme;32;39.8;64.7;;0.7;54.6;24.4;14.8;;2.2;16.4
2025-12-05;13:33;Jazmin;34;34.4;50.0;;0.68;47.7;30.0;13.3;;2.1;15.6
2025-12-05;13:33;Ciudad Bolivar;37;19.5;57.5;8.1;0.11;41.1;23.1;21.5;3.5;2.2;22.9
2025-12-05;13:33;Colina;38;62.8;2.4;;0.7;86.3;8.0;23.5;;0.4;-9999.0
2025-12-05;13:33;Movil Fontibon;39;-9999.0;40.4;;-9999.0;-9999.0;32.8;-9999.0;;;
2025-12-05;14:20;Usaquen;1;-9999.0;35.4;;-9999.0;-9999.0;6.8;-9999.0;;-9999.0;-9999.0
2025-12-05;14:20;Carvajal - Sevillana;3;;66.0;;1.2;;33.0;;;2.5;
2025-12-05;14:20;Tunal;4;16.2;62.0;1.4;-9999.0;35.8;0.0;19.6;6.0;0.9;10.7
2025-12-05;14:20;Centro de Alto Rendimiento;5;24.7;34.7;10.1;0.64;31.7;13.4;7.0;5.8;0.6;-9999.0
2025-12-05;14:20;Las Ferias;6;31.6;35.1;;0.85;53.0;35.0;21.3;;;10.4
2025-12-05;14:20;Guaymaral;8;17.3;63.0;;0.56;25.9;34.0;8.7;;0.4;18.2
2025-12-05;14:20;Kennedy;9;9.7;37.2;4.5;0.5;13.6;19.3;3.9;1.7;1.1;27.1
2025-12-05;14:20;Suba;11;12.1;20.6;;0.45;16.3;985.0;4.2;;1.1;18.0
2025-12-05;14:20;Puente Aranda;13;27.9;48.1;0.1;0.33;41.4;22.2;13.5;-9999.0;2.1;11.2
2025-12-05;14:20;MinAmbiente;17;29.9;43.0;;0.96;42.8;32.0;13.0;;1.2;9.2
2025-12-05;14:20;San Cristobal;24;-9999.0;52.0;2.2;0.9;-9999.0;26.0;-9999.0;3.8;1.0;9.0
2025-12-05;14:20;Movil 7ma;26;;74.3;;-9999.0;;15.5;;;;
2025-12-05;14:20;Bolivia;27;20.9;36.4;;0.26;26.1;13.0;5.2;;;14.9
2025-12-05;14:20;Fontibon;30;12.9;-9999.0;2.6;0.31;17.3;14.0;4.4;2.4;-9999.0;26.0
2025-12-05;14:20;Usme;32;24.3;87.5;;0.42;37.9;24.8;13.6;;3.7;11.9
2025-12-05;14:20;Jazmin;34;25.2;46.2;;0.55;34.9;34.7;9.7;;1.5;12.5
2025-12-05;14:20;Ciudad Bolivar;37;23.0;59.5;12.7;0.16;44.1;31.8;21.1;2.6;1.8;20.3
2025-12-05;14:20;Colina;38;62.8;2.4;;0.7;86.3;8.0;23.5;;0.4;-9999.0
2025-12-05;14:20;Movil Fontibon;39;-9999.0;54.1;;-9999.0;-9999.0;31.3;-9999.0;;;
2025-12-05;15:28;Usaquen;1;-9999.0;35.4;;-9999.0;-9999.0;22.5;-9999.0;;-9999.0;-9999.0
2025-12-05;15:28;Carvajal - Sevillana;3;;35.0;;1.41;;41.0;;;1.8;
2025-12-05;15:28;Tunal;4;13.3;50.0;6.5;-9999.0;29.5;0.0;16.2;4.7;0.7;6.2
2025-12-05;15:28;Centro de Alto Rendimiento;5;27.3;40.0;7.5;0.83;41.5;23.3;14.2;6.0;0.7;-9999.0
2025-12-05;15:28;Las Ferias;6;37.1;32.1;;1.08;65.5;28.0;28.4;;;5.0
2025-12-05;15:28;Guaymaral;8;28.0;33.0;;0.6;46.5;22.0;18.5;;0.6;4.5
2025-12-05;15:28;Kennedy;9;22.3;29.9;7.1;0.79;34.0;14.8;11.8;2.9;1.2;16.2
2025-12-05;15:28;Suba;11;28.8;14.3;;0.76;40.6;985.0;11.8;;0.8;5.4
2025-12-05;15:28;Puente Aranda;13;46.7;39.3;0.1;1.06;92.4;16.3;45.8;-9999.0;2.0;2.0
2025-12-05;15:28;MinAmbiente;17;29.0;40.0;;1.17;59.1;28.0;30.2;;1.1;5.3
2025-12-05;15:28;San Cristobal;24;-9999.0;24.0;4.5;0.53;-9999.0;38.0;-9999.0;3.2;0.7;7.8
2025-12-05;15:28;Movil 7ma;26;;73.9;;-9999.0;;26.0;;;;
2025-12-05;15:28;Bolivia;27;27.9;29.5;;0.43;38.2;11.7;10.3;;;5.5
2025-12-05;15:28;Fontibon;30;31.4;-9999.0;2.7;0.74;45.7;35.0;14.3;5.3;-9999.0;10.1
2025-12-05;15:28;Usme;32;27.6;42.3;;0.4;50.2;21.9;22.6;;1.3;5.4
2025-12-05;15:28;Jazmin;34;39.0;49.0;;0.93;51.4;28.1;12.4;;1.2;5.8
2025-12-05;15:28;Ciudad Bolivar;37;28.5;43.8;8.2;0.33;56.6;23.6;28.1;4.9;1.9;12.3
2025-12-05;15:28;Colina;38;62.8;2.4;;0.7;86.3;8.0;23.5;;0.4;-9999.0
2025-12-05;15:28;Movil Fontibon;39;-9999.0;51.7;;-9999.0;-9999.0;23.1;-9999.0;;;
2025-12-05;16:22;Usaquen;1;-9999;35.3;;-9999;-9999;14.3;-9999;;-9999;-9999
2025-12-05;16:22;Carvajal - Sevillana;3;;35;;1.56;;42;;;1.3;
2025-12-05;16:22;Tunal;4;23.4;29;11.1;-9999;76.9;0;53.6;8.3;1.3;3.1
2025-12-05;16:22;Centro de Alto Rendimiento;5;25.4;36.6;7.3;0.8;41.1;27.2;15.7;6.5;0.8;-9999
2025-12-05;16:22;Las Ferias;6;37.4;27.7;;1.16;72.4;27;35.1;;;2
2025-12-05;16:22;Guaymaral;8;23.5;28;;0.48;30.2;14;6.7;;0.4;4
2025-12-05;16:22;Kennedy;9;41.8;22;9.2;1.35;76.2;11.5;34.3;6.9;1.1;1.7
2025-12-05;16:22;Suba;11;29.1;23.2;;0.79;46.7;985;17.5;;0.7;2.5
2025-12-05;16:22;Puente Aranda;13;38.9;37.3;0.1;0.96;80;16.5;41.3;-9999;1.9;1.5
2025-12-05;16:22;MinAmbiente;17;36.1;48;;1.58;84.7;30;48.7;;1.2;1.2
2025-12-05;16:22;San Cristobal;24;-9999;43;7.3;0.85;-9999;19;-9999;2.6;0.7;2.6
2025-12-05;16:22;Movil 7ma;26;;66.2;;-9999;;22.3;;;;
2025-12-05;16:22;Bolivia;27;28.2;32.1;;0.55;37.8;8.8;9.6;;;4.1
2025-12-05;16:22;Fontibon;30;35.5;-9999;6.2;0.79;51.1;30;15.6;5.4;-9999;3.8
2025-12-05;16:22;Usme;32;12.8;25;;0.23;20.6;22.1;7.8;;2.5;11.8
2025-12-05;16:22;Jazmin;34;41.9;44.9;;1.2;81.6;23.6;39.7;;1;1.2
2025-12-05;16:22;Ciudad Bolivar;37;41.6;42;5.8;0.45;71.7;19.8;30.2;5.3;1.6;5.8
2025-12-05;16:22;Colina;38;62.8;2.4;;0.7;86.3;8;23.5;;0.4;-9999
2025-12-05;16:22;Movil Fontibon;39;-9999;40.3;;-9999;-9999;23.2;-9999;;;
