Fecha;Hora;name;stationId;Humedad;Vel Viento;Rad Solar;Presion Baro;Lluvia;Temperatura 8M;Dir Viento;Temperatura
2026-01-05;15:31;Suba;11;;0.6;;;0.0;;80.0;14.2
2026-01-05;15:31;Puente Aranda;13;83.0;1.9;32.0;562.0;0.0;;104.0;15.4
2026-01-05;15:31;MinAmbiente;17;;-9999.0;;;0.2;;-9999.0;
2026-01-05;15:31;San Cristobal;24;90.0;1.1;12.0;;28.4;;126.0;11.4
2026-01-05;15:31;Movil 7ma;26;74.6;0.5;31.0;561.0;10.7;;299.0;13.1
2026-01-05;15:31;Bolivia;27;75.0;2.2;52.0;564.0;0.0;;119.0;15.5
2026-01-05;15:31;Fontibon;30;66.0;3.0;;563.0;0.0;;113.0;15.9
2026-01-05;15:31;Usme;32;;;19.0;561.0;15.0;;;14.2
2026-01-05;15:31;Jazmin;34;83.0;1.8;29.0;563.0;0.0;;132.0;15.1
2026-01-05;15:31;Ciudad Bolivar;37;;;150.0;556.0;0.0;;;15.7
2026-01-05;15:31;Colina;38;;1.8;93.0;563.0;0.0;;169.0;16.5
2026-01-05;15:31;Movil Fontibon;39;;;52.0;564.0;;;;16.9
2026-01-05;16:26;Usaquen;1;;0.6;;;0.1;;90.0;13.5
2026-01-05;16:26;Carvajal - Sevillana;3;;1.6;;;0.0;;243.0;11.9
2026-01-05;16:26;Tunal;4;78.0;0.9;46.0;562.0;2.1;;236.0;
2026-01-05;16:26;Centro de Alto Rendimiento;5;84.0;1.6;74.0;563.0;0.0;;265.0;14.4
2026-01-05;16:26;Las Ferias;6;72.0;0.3;;562.0;0.1;;153.0;14.9
2026-01-05;16:26;Guaymaral;8;85.0;1.1;3.0;562.0;0.3;12.7;328.0;13.1
2026-01-05;16:26;Kennedy;9;70.9;1.3;45.0;;13.0;;212.0;
2026-01-05;16:26;Suba;11;;1.2;;;0.0;;3.0;14.2
2026-01-05;16:26;Puente Aranda;13;86.0;2.3;64.0;562.0;0.9;;217.0;14.4
2026-01-05;16:26;MinAmbiente;17;;-9999.0;;;0.1;;-9999.0;
2026-01-05;16:26;San Cristobal;24;92.0;0.1;27.0;;0.6;;233.0;11.7
2026-01-05;16:26;Movil 7ma;26;76.2;0.3;66.0;561.0;0.0;;289.0;14.2
2026-01-05;16:26;Bolivia;27;75.0;1.3;48.0;563.0;0.0;;201.0;15.6
2026-01-05;16:26;Fontibon;30;71.0;3.8;;563.0;0.0;;202.0;15.3
2026-01-05;16:26;Usme;32;;;55.0;561.0;3.3;;;13.0
2026-01-05;16:26;Jazmin;34;91.0;1.4;61.0;563.0;6.1;;233.0;14.1
2026-01-05;16:26;Ciudad Bolivar;37;;;22.0;556.0;2.8;;;14.1
2026-01-05;16:26;Colina;38;;1.8;93.0;563.0;0.0;;169.0;16.5
2026-01-05;16:26;Movil Fontibon;39;;;115.0;563.0;;;;15.6
2026-01-05;17:26;Usaquen;1;;1.1;;;0;;10;13.9
2026-01-05;17:26;Carvajal - Sevillana;3;;1.6;;;0;;243;11.9
2026-01-05;17:26;Tunal;4;81;0.5;113;562;0.1;;203;
2026-01-05;17:26;Centro de Alto Rendimiento;5;77;1;90;564;0;;219;15.1
2026-01-05;17:26;Las Ferias;6;68;0.8;;563;0;;146;15
2026-01-05;17:26;Guaymaral;8;86;1;16;563;0;12.9;320;13.4
2026-01-05;17:26;Kennedy;9;83.6;1;94;;0.2;;252;
2026-01-05;17:26;Suba;11;;1.2;;;0;;341;14.3
2026-01-05;17:26;Puente Aranda;13;83;1.3;110;562;0;;204;14.9
2026-01-05;17:26;MinAmbiente;17;;-9999;;;0;;-9999;
2026-01-05;17:26;San Cristobal;24;91;0.5;109;;0.1;;19;12.7
2026-01-05;17:26;Movil 7ma;26;75.1;0.4;99;561;0;;314;15.1
2026-01-05;17:26;Bolivia;27;85;1.8;43;564;0;;343;14.1
2026-01-05;17:26;Fontibon;30;66;0.5;;563;0;;152;15.5
2026-01-05;17:26;Usme;32;;;98;562;0;;;14.5
2026-01-05;17:26;Jazmin;34;88;0.7;154;563;0.1;;194;14.8
2026-01-05;17:26;Ciudad Bolivar;37;;;46;556;0.4;;;14
2026-01-05;17:26;Colina;38;;1.8;93;563;0;;169;16.5
2026-01-05;17:26;Movil Fontibon;39;;;80;564;;;;15.9
