Fecha;Hora;name;stationId;Temperatura;Dir Viento;Temperatura 8M;Presion Baro;Lluvia;Vel Viento;Rad Solar;Humedad
2025-12-07;16:20;Usaquen;1;14.9;130.0;;;0.0;1.3;;
2025-12-07;16:20;Carvajal - Sevillana;3;19.1;30.0;;;0.0;4.2;;
2025-12-07;16:20;Tunal;4;;288.0;;562.0;0.0;3.8;95.0;59.0
2025-12-07;16:20;Centro de Alto Rendimiento;5;17.6;303.0;;564.0;0.0;4.1;39.0;62.0
2025-12-07;16:20;Las Ferias;6;17.4;229.0;;563.0;0.0;3.4;;55.0
2025-12-07;16:20;Guaymaral;8;17.1;186.0;16.9;562.0;0.0;0.9;28.0;64.0
2025-12-07;16:20;Kennedy;9;;283.0;;;0.0;3.5;108.0;61.6
2025-12-07;16:20;Suba;11;17.0;252.0;;;0.0;1.2;;
2025-12-07;16:20;Puente Aranda;13;17.5;248.0;;562.0;0.0;3.4;59.0;66.0
2025-12-07;16:20;MinAmbiente;17;;-9999.0;;;0.0;-9999.0;;
2025-12-07;16:20;San Cristobal;24;16.8;310.0;;;0.0;2.0;27.0;62.0
2025-12-07;16:20;Movil 7ma;26;17.5;261.0;;561.0;0.0;0.6;20.0;57.2
2025-12-07;16:20;Bolivia;27;17.4;298.0;;563.0;0.0;3.2;129.0;69.0
2025-12-07;16:20;Fontibon;30;17.4;279.0;;563.0;0.0;5.6;;59.0
2025-12-07;16:20;Usme;32;18.5;;;561.0;0.0;;101.0;
2025-12-07;16:20;Jazmin;34;17.8;283.0;;563.0;0.0;3.3;66.0;62.0
2025-12-07;16:20;Ciudad Bolivar;37;16.1;;;556.0;0.0;;106.0;
2025-12-07;16:20;Colina;38;14.8;271.0;;562.0;0.3;0.9;53.0;
2025-12-07;16:20;Movil Fontibon;39;12.3;;;564.0;;;1.0;
2025-12-07;17:22;Usaquen;1;15.0;344.0;;;0.0;0.5;;
2025-12-07;17:22;Carvajal - Sevillana;3;17.2;28.0;;;0.0;3.4;;
2025-12-07;17:22;Tunal;4;;285.0;;562.0;0.0;2.7;19.0;69.0
2025-12-07;17:22;Centro de Alto Rendimiento;5;16.5;323.0;;564.0;0.0;3.7;18.0;67.0
2025-12-07;17:22;Las Ferias;6;16.2;244.0;;563.0;0.0;2.9;;59.0
2025-12-07;17:22;Guaymaral;8;15.9;258.0;15.6;563.0;0.0;2.3;1.0;58.0
2025-12-07;17:22;Kennedy;9;;284.0;;;0.0;2.4;32.0;61.7
2025-12-07;17:22;Suba;11;15.6;291.0;;;0.0;1.0;;
2025-12-07;17:22;Puente Aranda;13;16.8;264.0;;563.0;0.0;2.5;21.0;71.0
2025-12-07;17:22;MinAmbiente;17;;-9999.0;;;0.0;-9999.0;;
2025-12-07;17:22;San Cristobal;24;14.2;298.0;;;0.3;1.2;3.0;75.0
2025-12-07;17:22;Movil 7ma;26;17.4;330.0;;561.0;0.0;0.5;13.0;57.3
2025-12-07;17:22;Bolivia;27;15.0;313.0;;564.0;0.0;2.7;23.0;80.0
2025-12-07;17:22;Fontibon;30;16.0;302.0;;564.0;0.0;3.5;;66.0
2025-12-07;17:22;Usme;32;16.0;;;561.0;0.1;;7.0;
2025-12-07;17:22;Jazmin;34;16.9;276.0;;563.0;0.0;2.8;23.0;60.0
2025-12-07;17:22;Ciudad Bolivar;37;14.6;;;557.0;0.0;;13.0;
2025-12-07;17:22;Colina;38;14.8;271.0;;562.0;0.3;0.9;53.0;
2025-12-07;17:22;Movil Fontibon;39;12.3;;;564.0;;;1.0;
2025-12-07;18:21;Usaquen;1;14.0;107.0;;;0.0;0.9;;
2025-12-07;18:21;Carvajal - Sevillana;3;17.2;50.0;;;0.0;1.5;;
2025-12-07;18:21;Tunal;4;;298.0;;563.0;0.0;1.0;5.0;64.0
2025-12-07;18:21;Centro de Alto Rendimiento;5;15.1;51.0;;564.0;0.0;1.9;3.0;69.0
2025-12-07;18:21;Las Ferias;6;14.8;27.0;;563.0;0.0;0.9;;62.0
2025-12-07;18:21;Guaymaral;8;14.7;73.0;14.6;563.0;0.0;0.9;0.0;64.0
2025-12-07;18:21;Kennedy;9;;313.0;;;0.0;1.3;3.0;59.9
2025-12-07;18:21;Suba;11;14.2;2.0;;;0.0;0.9;;
2025-12-07;18:21;Puente Aranda;13;16.5;303.0;;563.0;0.0;1.4;3.0;70.0
2025-12-07;18:21;MinAmbiente;17;;-9999.0;;;0.0;-9999.0;;
2025-12-07;18:21;San Cristobal;24;13.0;108.0;;;0.0;1.6;0.0;83.0
2025-12-07;18:21;Movil 7ma;26;16.2;164.0;;562.0;0.0;0.9;1.0;60.3
2025-12-07;18:21;Bolivia;27;14.5;285.0;;564.0;0.0;1.4;5.0;80.0
2025-12-07;18:21;Fontibon;30;15.1;355.0;;564.0;0.0;2.1;;68.0
2025-12-07;18:21;Usme;32;15.0;;;562.0;0.1;;1.0;
2025-12-07;18:21;Jazmin;34;16.5;294.0;;563.0;0.0;1.2;4.0;58.0
2025-12-07;18:21;Ciudad Bolivar;37;14.7;;;557.0;0.0;;0.0;
2025-12-07;18:21;Colina;38;14.8;271.0;;562.0;0.3;0.9;53.0;
2025-12-07;18:21;Movil Fontibon;39;12.3;;;564.0;;;1.0;
2025-12-07;20:59;Usaquen;1;13.3;340;;;0;0.9;;
2025-12-07;20:59;Carvajal - Sevillana;3;16.1;92;;;0;1.1;;
2025-12-07;20:59;Tunal;4;;7;;563;0;0.9;1;65
2025-12-07;20:59;Centro de Alto Rendimiento;5;14.2;54;;565;0;2.4;0;72
2025-12-07;20:59;Las Ferias;6;13.8;19;;564;0;2.1;;66
2025-12-07;20:59;Guaymaral;8;13;331;12.9;564;0;1.3;0;72
2025-12-07;20:59;Kennedy;9;;64;;;0;2;0;69.7
2025-12-07;20:59;Suba;11;12.7;13;;;0;1.9;;
2025-12-07;20:59;Puente Aranda;13;15.4;30;;564;0;1.9;0;74
2025-12-07;20:59;MinAmbiente;17;;-9999;;;0;-9999;;
2025-12-07;20:59;San Cristobal;24;12;105;;;0;2;0;81
2025-12-07;20:59;Movil 7ma;26;15.1;220;;562;0;0.6;0;60.8
2025-12-07;20:59;Bolivia;27;13.8;54;;565;0;2;0;81
2025-12-07;20:59;Fontibon;30;14.2;52;;565;0;4.1;;70
2025-12-07;20:59;Usme;32;14.4;;;562;0;;0;
2025-12-07;20:59;Jazmin;34;15.6;356;;564;0;1.5;0;70
2025-12-07;20:59;Ciudad Bolivar;37;14.4;;;558;0;;0;
2025-12-07;20:59;Colina;38;14.8;271;;562;0.3;0.9;53;
2025-12-07;20:59;Movil Fontibon;39;12.3;;;564;;;1;
