Fecha;Hora;name;stationId;Vel Viento;Dir Viento;Presion Baro;Temperatura 8M;Humedad;Rad Solar;Lluvia;Temperatura
2025-10-19;16:19;Tunal;4;1.5;177;563;;45;246;0;
2025-10-19;16:19;Centro de Alto Rendimiento;5;1.1;126;564;;47;253;0;16.8
2025-10-19;16:19;Las Ferias;6;;;563;;45;;0;19.1
2025-10-19;16:19;Guaymaral;8;2.3;60;563;18.5;47;223;0;19.6
2025-10-19;16:19;Kennedy;9;1.2;184;;;43.2;185;0;
2025-10-19;16:19;Suba;11;2;42;;;;;0;18.8
2025-10-19;16:19;Puente Aranda;13;1.7;82;563;;53;180;0;18.2
2025-10-19;16:19;MinAmbiente;17;-9999;-9999;;;;;0;
2025-10-19;16:19;San Cristobal;24;1.9;131;;;54;116;0;16.4
2025-10-19;16:19;Movil 7ma;26;0.5;190;561;;43.5;171;0;19.2
2025-10-19;16:19;Bolivia;27;2.2;103;564;;57;231;0;18.1
2025-10-19;16:19;Fontibon;30;2.9;106;563;;47;;0;18.1
2025-10-19;16:19;Usme;32;;;562;;;204;0;17.2
2025-10-19;16:19;Jazmin;34;2.3;155;563;;51;238;0;18.1
2025-10-19;16:19;Ciudad Bolivar;37;;;557;;;157;0;16.8
2025-10-19;16:19;Colina;38;0.9;271;562;;;53;0.3;14.8
2025-10-19;16:19;Movil Fontibon;39;;;564;;;250;;18.6
