Fecha;Hora;name;stationId;Temperatura;Humedad;Dir Viento;Presion Baro;Lluvia;Rad Solar;Vel Viento;Temperatura 8M
2025-09-30;17:20;Usaquen;1;15.9;;101.0;;0.0;;2.0;
2025-09-30;17:20;Carvajal - Sevillana;3;18.4;;299.0;;0.0;;3.4;
2025-09-30;17:20;Tunal;4;;49.0;215.0;563.0;0.0;374.0;1.4;
2025-09-30;17:20;Centro de Alto Rendimiento;5;17.2;54.0;294.0;564.0;0.0;191.0;1.3;
2025-09-30;17:20;Las Ferias;6;19.1;54.0;;563.0;0.0;;;
2025-09-30;17:20;Guaymaral;8;16.0;67.0;253.0;563.0;0.0;1.0;0.6;15.8
2025-09-30;17:20;Kennedy;9;;56.2;247.0;;0.0;237.0;2.0;
2025-09-30;17:20;Suba;11;14.6;;24.0;;12.5;;0.1;
2025-09-30;17:20;Puente Aranda;13;17.9;66.0;220.0;563.0;0.0;309.0;2.7;
2025-09-30;17:20;MinAmbiente;17;;;-9999.0;;0.0;;-9999.0;
2025-09-30;17:20;San Cristobal;24;16.7;58.0;138.0;;0.0;106.0;1.8;
2025-09-30;17:20;Movil 7ma;26;19.1;50.2;151.0;561.0;0.0;89.0;0.2;
2025-09-30;17:20;Bolivia;27;16.5;75.0;293.0;564.0;9.1;184.0;1.7;
2025-09-30;17:20;Fontibon;30;17.3;67.0;260.0;564.0;0.0;;4.4;
2025-09-30;17:20;Usme;32;17.6;;;562.0;0.0;275.0;;
2025-09-30;17:20;Jazmin;34;19.2;58.0;233.0;563.0;0.0;391.0;1.5;
2025-09-30;17:20;Ciudad Bolivar;37;16.2;;;557.0;0.0;187.0;;
2025-09-30;17:20;Colina;38;15.6;;326.0;563.0;0.0;19.0;1.2;
2025-09-30;17:20;Movil Fontibon;39;17.8;;;564.0;;368.0;;
2025-09-30;18:19;Usaquen;1;14.6;;105;;0;;3.6;
2025-09-30;18:19;Carvajal - Sevillana;3;17.9;;286;;0;;3.5;
2025-09-30;18:19;Tunal;4;;53;214;563;0;112;1.1;
2025-09-30;18:19;Centro de Alto Rendimiento;5;14.8;63;7;565;0;18;2.2;
2025-09-30;18:19;Las Ferias;6;15.9;64;;564;0;;;
2025-09-30;18:19;Guaymaral;8;14.8;69;126;564;0;0;1.2;14.9
2025-09-30;18:19;Kennedy;9;;62.8;288;;0;91;2.5;
2025-09-30;18:19;Suba;11;13.6;;14;;0;;0.4;
2025-09-30;18:19;Puente Aranda;13;17.6;69;272;563;0;76;2;
2025-09-30;18:19;MinAmbiente;17;;;-9999;;0;;-9999;
2025-09-30;18:19;San Cristobal;24;14.6;69;117;;0;29;3.1;
2025-09-30;18:19;Movil 7ma;26;17.4;54.4;157;562;0;5;2.1;
2025-09-30;18:19;Bolivia;27;14.2;87;271;565;1.3;6;1.2;
2025-09-30;18:19;Fontibon;30;15.3;74;2;564;8.4;;1.5;
2025-09-30;18:19;Usme;32;16.7;;;562;0;76;;
2025-09-30;18:19;Jazmin;34;17.6;62;130;564;0;100;2.2;
2025-09-30;18:19;Ciudad Bolivar;37;15.6;;;557;0;56;;
2025-09-30;18:19;Colina;38;15.5;;136;564;0;5;0.9;
2025-09-30;18:19;Movil Fontibon;39;16;;;565;;100;;
