Fecha;Hora;name;stationId;Rad Solar;Temperatura;Lluvia;Temperatura 8M;Dir Viento;Presion Baro;Vel Viento;Humedad
2025-12-30;11:34;Guaymaral;8;265.0;18.0;0.0;16.9;93.0;565.0;2.3;57.0
2025-12-30;11:34;Kennedy;9;564.0;;0.0;;177.0;;1.2;51.2
2025-12-30;11:34;Suba;11;;17.7;0.0;;109.0;;2.3;
2025-12-30;11:34;Puente Aranda;13;502.0;17.5;0.0;;148.0;564.0;3.1;61.0
2025-12-30;11:34;MinAmbiente;17;;;0.0;;-9999.0;;-9999.0;
2025-12-30;11:34;San Cristobal;24;416.0;16.8;0.0;;122.0;;1.3;59.0
2025-12-30;11:34;Movil 7ma;26;330.0;18.4;0.0;;231.0;563.0;0.7;50.9
2025-12-30;11:34;Bolivia;27;351.0;16.2;0.0;;127.0;566.0;3.0;71.0
2025-12-30;11:34;Fontibon;30;;17.4;0.0;;106.0;565.0;4.2;55.0
2025-12-30;11:34;Usme;32;250.0;16.0;0.0;;;563.0;;
2025-12-30;11:34;Jazmin;34;675.0;17.6;0.0;;145.0;565.0;3.4;57.0
2025-12-30;11:34;Ciudad Bolivar;37;701.0;16.8;0.0;;;558.0;;
2025-12-30;11:34;Colina;38;53.0;14.8;0.3;;271.0;562.0;0.9;
2025-12-30;11:34;Movil Fontibon;39;550.0;18.2;;;;566.0;;
2025-12-30;12:25;Usaquen;1;;16.5;0.0;;203.0;;2.1;
2025-12-30;12:25;Carvajal - Sevillana;3;;11.9;0.0;;243.0;;1.6;
2025-12-30;12:25;Tunal;4;562.0;;0.0;;141.0;564.0;3.0;49.0
2025-12-30;12:25;Centro de Alto Rendimiento;5;379.0;19.0;0.0;;124.0;565.0;3.6;54.0
2025-12-30;12:25;Las Ferias;6;;18.5;0.0;;66.0;564.0;3.4;51.0
2025-12-30;12:25;Guaymaral;8;338.0;18.8;0.0;17.7;100.0;564.0;2.0;53.0
2025-12-30;12:25;Kennedy;9;938.0;;0.0;;154.0;;1.6;41.2
2025-12-30;12:25;Suba;11;;18.3;0.0;;70.0;;3.1;
2025-12-30;12:25;Puente Aranda;13;813.0;18.5;0.0;;143.0;564.0;3.3;55.0
2025-12-30;12:25;MinAmbiente;17;;;0.0;;-9999.0;;-9999.0;
2025-12-30;12:25;San Cristobal;24;679.0;18.2;0.0;;139.0;;1.9;53.0
2025-12-30;12:25;Movil 7ma;26;422.0;18.6;0.0;;202.0;563.0;1.4;49.3
2025-12-30;12:25;Bolivia;27;369.0;17.1;0.0;;129.0;565.0;3.6;65.0
2025-12-30;12:25;Fontibon;30;;18.6;0.0;;95.0;565.0;4.3;50.0
2025-12-30;12:25;Usme;32;443.0;17.0;0.0;;;563.0;;
2025-12-30;12:25;Jazmin;34;1112.0;18.9;0.0;;140.0;564.0;3.8;52.0
2025-12-30;12:25;Ciudad Bolivar;37;836.0;18.0;0.0;;;558.0;;
2025-12-30;12:25;Colina;38;182.0;17.0;0.0;;177.0;565.0;1.7;
2025-12-30;12:25;Movil Fontibon;39;591.0;19.0;;;;565.0;;
2025-12-30;13:38;Usaquen;1;;16.1;0.0;;180.0;;0.8;
2025-12-30;13:38;Carvajal - Sevillana;3;;11.9;0.0;;243.0;;1.6;
2025-12-30;13:38;Tunal;4;840.0;;0.0;;168.0;563.0;2.4;46.0
2025-12-30;13:38;Centro de Alto Rendimiento;5;302.0;18.4;0.0;;124.0;565.0;3.0;53.0
2025-12-30;13:38;Las Ferias;6;;18.9;0.0;;63.0;564.0;3.4;50.0
2025-12-30;13:38;Guaymaral;8;308.0;19.2;0.0;18.1;171.0;564.0;1.9;51.0
2025-12-30;13:38;Kennedy;9;685.0;;0.0;;178.0;;1.3;38.2
2025-12-30;13:38;Suba;11;;17.6;0.0;;104.0;;3.7;
2025-12-30;13:38;Puente Aranda;13;564.0;18.7;0.0;;133.0;564.0;2.9;52.0
2025-12-30;13:38;MinAmbiente;17;;;0.0;;-9999.0;;-9999.0;
2025-12-30;13:38;San Cristobal;24;616.0;18.7;0.0;;138.0;;1.8;50.0
2025-12-30;13:38;Movil 7ma;26;278.0;19.1;0.0;;171.0;562.0;1.0;46.4
2025-12-30;13:38;Bolivia;27;420.0;17.1;0.0;;114.0;565.0;3.4;65.0
2025-12-30;13:38;Fontibon;30;;18.1;0.0;;114.0;564.0;4.3;50.0
2025-12-30;13:38;Usme;32;365.0;17.3;0.0;;;562.0;;
2025-12-30;13:38;Jazmin;34;995.0;19.3;0.0;;143.0;564.0;4.0;48.0
2025-12-30;13:38;Ciudad Bolivar;37;828.0;17.8;0.0;;;557.0;;
2025-12-30;13:38;Colina;38;182.0;17.0;0.0;;177.0;565.0;1.7;
2025-12-30;13:38;Movil Fontibon;39;540.0;19.0;;;;565.0;;
2025-12-30;14:20;Usaquen;1;;15.7;0.0;;166.0;;1.9;
2025-12-30;14:20;Carvajal - Sevillana;3;;11.9;0.0;;243.0;;1.6;
2025-12-30;14:20;Tunal;4;955.0;;0.0;;149.0;563.0;3.1;42.0
2025-12-30;14:20;Centro de Alto Rendimiento;5;416.0;18.7;0.0;;179.0;565.0;3.2;52.0
2025-12-30;14:20;Las Ferias;6;;17.7;0.0;;66.0;563.0;2.9;52.0
2025-12-30;14:20;Guaymaral;8;331.0;18.8;0.0;18.0;158.0;563.0;2.5;50.0
2025-12-30;14:20;Kennedy;9;611.0;;0.0;;183.0;;1.5;38.3
2025-12-30;14:20;Suba;11;;17.1;0.0;;119.0;;3.5;
2025-12-30;14:20;Puente Aranda;13;332.0;17.8;0.0;;143.0;563.0;3.7;55.0
2025-12-30;14:20;MinAmbiente;17;;;0.0;;-9999.0;;-9999.0;
2025-12-30;14:20;San Cristobal;24;662.0;18.2;0.0;;123.0;;2.7;51.0
2025-12-30;14:20;Movil 7ma;26;271.0;18.9;0.0;;321.0;562.0;1.3;46.4
2025-12-30;14:20;Bolivia;27;277.0;16.5;0.0;;113.0;564.0;3.4;69.0
2025-12-30;14:20;Fontibon;30;;17.8;0.0;;140.0;564.0;4.4;50.0
2025-12-30;14:20;Usme;32;648.0;17.9;0.0;;;562.0;;
2025-12-30;14:20;Jazmin;34;546.0;18.3;0.0;;137.0;564.0;4.0;51.0
2025-12-30;14:20;Ciudad Bolivar;37;729.0;17.9;0.0;;;557.0;;
2025-12-30;14:20;Colina;38;182.0;17.0;0.0;;177.0;565.0;1.7;
2025-12-30;14:20;Movil Fontibon;39;400.0;18.8;;;;564.0;;
2025-12-30;15:29;Usaquen;1;;16.6;0.0;;178.0;;2.6;
2025-12-30;15:29;Carvajal - Sevillana;3;;11.9;0.0;;243.0;;1.6;
2025-12-30;15:29;Tunal;4;718.0;;0.0;;183.0;562.0;2.1;43.0
2025-12-30;15:29;Centro de Alto Rendimiento;5;425.0;19.6;0.0;;177.0;564.0;2.5;49.0
2025-12-30;15:29;Las Ferias;6;;19.6;0.0;;82.0;563.0;2.5;45.0
2025-12-30;15:29;Guaymaral;8;80.0;18.0;0.0;17.3;150.0;563.0;2.0;51.0
2025-12-30;15:29;Kennedy;9;639.0;;0.0;;181.0;;1.3;36.4
2025-12-30;15:29;Suba;11;;18.3;0.0;;119.0;;4.4;
2025-12-30;15:29;Puente Aranda;13;559.0;18.3;0.0;;150.0;563.0;4.0;52.0
2025-12-30;15:29;MinAmbiente;17;;;0.0;;-9999.0;;-9999.0;
2025-12-30;15:29;San Cristobal;24;327.0;17.7;0.0;;117.0;;1.7;52.0
2025-12-30;15:29;Movil 7ma;26;282.0;19.7;0.0;;278.0;561.0;0.6;43.6
2025-12-30;15:29;Bolivia;27;425.0;17.8;0.0;;128.0;564.0;3.0;62.0
2025-12-30;15:29;Fontibon;30;;18.7;0.0;;153.0;563.0;4.6;45.0
2025-12-30;15:29;Usme;32;563.0;18.1;0.0;;;561.0;;
2025-12-30;15:29;Jazmin;34;679.0;18.9;0.0;;136.0;563.0;3.8;48.0
2025-12-30;15:29;Ciudad Bolivar;37;612.0;17.7;0.0;;;557.0;;
