Fecha;Hora;name;stationId;Lluvia;Temperatura 8M;Vel Viento;Humedad;Temperatura;Rad Solar;Dir Viento;Presion Baro
2025-10-02;15:24;Movil 7ma;26;0.0;;1.7;35.0;21.9;422.0;222.0;562.0
2025-10-02;15:24;Bolivia;27;0.0;;2.6;49.0;19.9;381.0;121.0;564.0
2025-10-02;15:24;Fontibon;30;0.0;;3.1;37.0;20.5;;144.0;564.0
2025-10-02;15:24;Usme;32;0.0;;;;19.7;598.0;;562.0
2025-10-02;15:24;Jazmin;34;0.0;;3.1;39.0;20.5;682.0;150.0;563.0
2025-10-02;15:24;Ciudad Bolivar;37;0.0;;;;19.3;680.0;;557.0
2025-10-02;15:24;Colina;38;0.0;;2.2;;20.4;433.0;139.0;563.0
2025-10-02;15:24;Movil Fontibon;39;;;;;21.3;570.0;;564.0
2025-10-02;16:19;Usaquen;1;0.0;;2.9;;18.8;;121.0;
2025-10-02;16:19;Carvajal - Sevillana;3;0.0;;3.4;;22.4;;241.0;
2025-10-02;16:19;Tunal;4;0.0;;2.2;32.0;;562.0;175.0;563.0
2025-10-02;16:19;Centro de Alto Rendimiento;5;0.0;;1.4;39.0;18.6;371.0;162.0;564.0
2025-10-02;16:19;Las Ferias;6;0.0;;;38.0;21.0;;;563.0
2025-10-02;16:19;Guaymaral;8;0.0;21.0;2.5;40.0;22.0;356.0;110.0;563.0
2025-10-02;16:19;Kennedy;9;0.0;;1.5;27.6;;521.0;178.0;
2025-10-02;16:19;Suba;11;0.0;;3.1;;21.0;;105.0;
2025-10-02;16:19;Puente Aranda;13;0.0;;2.9;43.0;20.1;439.0;161.0;563.0
2025-10-02;16:19;MinAmbiente;17;0.0;;-9999.0;;;;-9999.0;
2025-10-02;16:19;San Cristobal;24;0.0;;2.0;41.0;19.1;182.0;132.0;
2025-10-02;16:19;Movil 7ma;26;0.0;;1.2;34.8;22.0;365.0;114.0;561.0
2025-10-02;16:19;Bolivia;27;0.0;;2.9;51.0;19.5;420.0;126.0;564.0
2025-10-02;16:19;Fontibon;30;0.0;;3.0;39.0;19.7;;101.0;563.0
2025-10-02;16:19;Usme;32;0.0;;;;19.8;459.0;;562.0
2025-10-02;16:19;Jazmin;34;0.0;;3.1;38.0;20.5;546.0;147.0;563.0
2025-10-02;16:19;Ciudad Bolivar;37;0.0;;;;19.0;459.0;;557.0
2025-10-02;16:19;Colina;38;0.0;;1.4;;20.2;395.0;177.0;563.0
2025-10-02;16:19;Movil Fontibon;39;;;;;21.1;367.0;;564.0
2025-10-02;17:19;Usaquen;1;0.0;;3.1;;17.7;;120.0;
2025-10-02;17:19;Carvajal - Sevillana;3;0.0;;3.5;;21.1;;247.0;
2025-10-02;17:19;Tunal;4;0.0;;1.9;34.0;;279.0;170.0;563.0
2025-10-02;17:19;Centro de Alto Rendimiento;5;0.0;;1.8;40.0;18.4;310.0;168.0;564.0
2025-10-02;17:19;Las Ferias;6;0.0;;;40.0;20.0;;;563.0
2025-10-02;17:19;Guaymaral;8;0.0;19.2;2.1;41.0;19.9;81.0;90.0;563.0
2025-10-02;17:19;Kennedy;9;0.0;;1.9;30.7;;271.0;192.0;
2025-10-02;17:19;Suba;11;0.0;;2.8;;20.6;;117.0;
2025-10-02;17:19;Puente Aranda;13;0.0;;3.2;45.0;19.6;248.0;157.0;563.0
2025-10-02;17:19;MinAmbiente;17;0.0;;-9999.0;;;;-9999.0;
2025-10-02;17:19;San Cristobal;24;0.0;;2.0;46.0;17.5;37.0;119.0;
2025-10-02;17:19;Movil 7ma;26;0.0;;1.2;37.0;21.1;98.0;185.0;561.0
2025-10-02;17:19;Bolivia;27;0.0;;2.3;51.0;19.4;198.0;127.0;564.0
2025-10-02;17:19;Fontibon;30;0.0;;2.6;38.0;20.2;;137.0;563.0
2025-10-02;17:19;Usme;32;0.0;;;;18.9;202.0;;562.0
2025-10-02;17:19;Jazmin;34;0.0;;2.9;41.0;19.6;258.0;144.0;563.0
2025-10-02;17:19;Ciudad Bolivar;37;0.0;;;;18.4;222.0;;557.0
2025-10-02;17:19;Colina;38;0.0;;1.8;;19.4;101.0;143.0;563.0
2025-10-02;17:19;Movil Fontibon;39;;;;;20.8;235.0;;564.0
2025-10-02;18:19;Usaquen;1;0.0;;3.1;;16.3;;114.0;
2025-10-02;18:19;Carvajal - Sevillana;3;0.0;;3.0;;19.7;;260.0;
2025-10-02;18:19;Tunal;4;0.0;;1.4;38.0;;53.0;176.0;563.0
2025-10-02;18:19;Centro de Alto Rendimiento;5;0.0;;1.9;46.0;16.5;53.0;124.0;565.0
2025-10-02;18:19;Las Ferias;6;0.0;;;47.0;17.9;;;564.0
2025-10-02;18:19;Guaymaral;8;0.0;17.0;1.6;51.0;17.1;1.0;142.0;563.0
2025-10-02;18:19;Kennedy;9;0.0;;1.8;37.0;;42.0;193.0;
2025-10-02;18:19;Suba;11;0.0;;2.3;;18.0;;101.0;
2025-10-02;18:19;Puente Aranda;13;0.0;;2.6;47.0;19.0;54.0;166.0;563.0
2025-10-02;18:19;MinAmbiente;17;0.0;;-9999.0;;;;-9999.0;
2025-10-02;18:19;San Cristobal;24;0.0;;1.9;49.0;16.2;14.0;129.0;
2025-10-02;18:19;Movil 7ma;26;0.0;;1.6;43.1;19.2;21.0;162.0;562.0
2025-10-02;18:19;Bolivia;27;0.0;;2.0;58.0;18.1;27.0;113.0;564.0
2025-10-02;18:19;Fontibon;30;0.0;;2.2;43.0;18.8;;97.0;564.0
2025-10-02;18:19;Usme;32;0.0;;;;17.7;31.0;;562.0
2025-10-02;18:19;Jazmin;34;0.0;;2.5;44.0;18.7;52.0;150.0;564.0
2025-10-02;18:19;Ciudad Bolivar;37;0.0;;;;17.0;20.0;;557.0
2025-10-02;18:19;Colina;38;0.0;;1.5;;17.6;18.0;159.0;564.0
2025-10-02;18:19;Movil Fontibon;39;;;;;19.4;47.0;;564.0
2025-10-02;20:43;Usaquen;1;0.0;;4.7;;14.8;;112.0;
2025-10-02;20:43;Carvajal - Sevillana;3;0.0;;2.9;;17.5;;249.0;
2025-10-02;20:43;Tunal;4;0.3;;1.3;56.0;;1.0;188.0;564.0
2025-10-02;20:43;Centro de Alto Rendimiento;5;0.3;;0.8;61.0;13.7;0.0;182.0;566.0
2025-10-02;20:43;Las Ferias;6;0.2;;;54.0;16.1;;;565.0
2025-10-02;20:43;Guaymaral;8;0.0;15.5;1.8;60.0;15.6;0.0;93.0;565.0
2025-10-02;20:43;Kennedy;9;0.0;;1.2;58.0;;0.0;227.0;
2025-10-02;20:43;Suba;11;0.0;;2.3;;15.7;;85.0;
2025-10-02;20:43;Puente Aranda;13;0.0;;2.2;58.0;16.9;0.0;181.0;564.0
2025-10-02;20:43;MinAmbiente;17;0.4;;-9999.0;;;;-9999.0;
2025-10-02;20:43;San Cristobal;24;0.3;;3.3;65.0;13.5;0.0;115.0;
2025-10-02;20:43;Movil 7ma;26;0.2;;1.7;52.0;16.5;0.0;165.0;563.0
2025-10-02;20:43;Bolivia;27;0.0;;1.7;75.0;15.9;0.0;334.0;566.0
2025-10-02;20:43;Fontibon;30;0.0;;2.0;74.0;15.7;;0.0;565.0
2025-10-02;20:43;Usme;32;0.8;;;;15.8;0.0;;563.0
2025-10-02;20:43;Jazmin;34;0.0;;2.9;57.0;16.4;0.0;155.0;565.0
2025-10-02;20:43;Ciudad Bolivar;37;0.0;;;;15.4;0.0;;558.0
2025-10-02;20:43;Colina;38;0.0;;1.6;;16.3;0.0;126.0;565.0
2025-10-02;20:43;Movil Fontibon;39;;;;;16.4;0.0;;566.0
2025-10-02;21:59;Usaquen;1;0.0;;2.7;;13.9;;119.0;
2025-10-02;21:59;Carvajal - Sevillana;3;0.2;;2.4;;14.5;;253.0;
2025-10-02;21:59;Tunal;4;0.7;;0.7;74.0;;1.0;192.0;565.0
2025-10-02;21:59;Centro de Alto Rendimiento;5;0.6;;0.2;80.0;11.3;0.0;242.0;567.0
2025-10-02;21:59;Las Ferias;6;0.3;;;72.0;13.5;;;565.0
2025-10-02;21:59;Guaymaral;8;0.0;14.4;1.0;65.0;14.6;0.0;238.0;565.0
2025-10-02;21:59;Kennedy;9;0.1;;1.0;66.7;;0.0;178.0;
2025-10-02;21:59;Suba;11;0.0;;2.2;;14.8;;114.0;
2025-10-02;21:59;Puente Aranda;13;0.1;;2.0;85.0;14.2;0.0;192.0;565.0
2025-10-02;21:59;MinAmbiente;17;0.4;;-9999.0;;;;-9999.0;
2025-10-02;21:59;San Cristobal;24;0.3;;1.1;81.0;11.4;0.0;125.0;
2025-10-02;21:59;Movil 7ma;26;0.5;;0.3;65.5;14.5;0.0;220.0;564.0
2025-10-02;21:59;Bolivia;27;0.1;;1.5;79.0;14.0;1.0;179.0;566.0
2025-10-02;21:59;Fontibon;30;0.1;;2.5;75.0;14.0;;174.0;566.0
2025-10-02;21:59;Usme;32;0.2;;;;13.7;0.0;;564.0
2025-10-02;21:59;Jazmin;34;0.7;;1.1;86.0;14.0;0.0;199.0;566.0
2025-10-02;21:59;Ciudad Bolivar;37;0.2;;;;13.4;0.0;;559.0
2025-10-02;21:59;Colina;38;0.0;;1.3;;15.1;0.0;156.0;566.0
2025-10-02;21:59;Movil Fontibon;39;;;;;14.6;0.0;;566.0
2025-10-02;22:33;Usaquen;1;0.0;;1.0;;13.6;;126.0;
2025-10-02;22:33;Carvajal - Sevillana;3;0.0;;2.7;;14.6;;262.0;
2025-10-02;22:33;Tunal;4;0.0;;0.7;78.0;;1.0;203.0;565.0
2025-10-02;22:33;Centro de Alto Rendimiento;5;0.0;;0.1;84.0;10.6;0.0;336.0;567.0
2025-10-02;22:33;Las Ferias;6;0.0;;;73.0;13.3;;;566.0
2025-10-02;22:33;Guaymaral;8;0.0;13.7;0.8;69.0;13.7;0.0;26.0;565.0
2025-10-02;22:33;Kennedy;9;0.0;;1.6;71.3;;0.0;191.0;
2025-10-02;22:33;Suba;11;0.0;;0.3;;13.8;;294.0;
2025-10-02;22:33;Puente Aranda;13;0.1;;2.0;79.0;14.5;0.0;208.0;565.0
2025-10-02;22:33;MinAmbiente;17;0.0;;-9999.0;;;;-9999.0;
2025-10-02;22:33;San Cristobal;24;0.0;;0.8;79.0;11.9;0.0;115.0;
2025-10-02;22:33;Movil 7ma;26;0.0;;0.1;66.5;14.5;0.0;206.0;564.0
2025-10-02;22:33;Bolivia;27;0.0;;0.9;82.0;13.8;0.0;244.0;566.0
2025-10-02;22:33;Fontibon;30;0.0;;1.5;76.0;13.7;;202.0;566.0
2025-10-02;22:33;Usme;32;0.0;;;;13.6;0.0;;564.0
2025-10-02;22:33;Jazmin;34;0.0;;0.8;81.0;14.2;0.0;221.0;566.0
2025-10-02;22:33;Ciudad Bolivar;37;0.0;;;;13.3;0.0;;559.0
2025-10-02;22:33;Colina;38;0.0;;0.5;;14.6;0.0;213.0;566.0
2025-10-02;22:33;Movil Fontibon;39;;;;;14.5;0.0;;566.0
2025-10-02;23:26;Usaquen;1;0;;0.6;;13.3;;102;
2025-10-02;23:26;Carvajal - Sevillana;3;0;;3.1;;14.5;;246;
2025-10-02;23:26;Tunal;4;0;;1;81;;1;182;565
2025-10-02;23:26;Centro de Alto Rendimiento;5;0;;0.5;85;10.2;0;128;567
2025-10-02;23:26;Las Ferias;6;0;;;69;13.6;;;566
2025-10-02;23:26;Guaymaral;8;0;13.5;1;72;13.5;0;104;566
2025-10-02;23:26;Kennedy;9;0;;1;73.6;;0;182;
2025-10-02;23:26;Suba;11;0;;1;;12.8;;66;
2025-10-02;23:26;Puente Aranda;13;0;;1.5;77;14.6;0;176;565
2025-10-02;23:26;MinAmbiente;17;0;;-9999;;;;-9999;
2025-10-02;23:26;San Cristobal;24;0;;1.1;79;11.8;0;100;
2025-10-02;23:26;Movil 7ma;26;0;;0.2;64.7;14.3;0;183;564
2025-10-02;23:26;Bolivia;27;0;;0.5;83;13.6;0;339;567
2025-10-02;23:26;Fontibon;30;0;;1.5;71;14;;152;566
2025-10-02;23:26;Usme;32;0;;;;13.6;0;;564
2025-10-02;23:26;Jazmin;34;0;;0.8;78;14.4;0;191;566
2025-10-02;23:26;Ciudad Bolivar;37;0;;;;13.3;0;;559
2025-10-02;23:26;Colina;38;0;;1.1;;14.5;0;117;566
2025-10-02;23:26;Movil Fontibon;39;;;;;14.4;0;;567
