Fecha;Hora;name;stationId;NOX;BBP;NO2;eBC;CO;PM10;PM25;OZONO;SO2;NO
2025-12-16;12:27;Usme;32;15.1;;9.4;;0.25;17.9;18.0;34.4;1.3;5.7
2025-12-16;12:27;Jazmin;34;38.1;;33.4;;0.65;61.3;39.7;40.3;0.9;4.7
2025-12-16;12:27;Ciudad Bolivar;37;38.7;7.0;23.8;3.3;0.4;79.2;33.8;42.3;1.9;14.9
2025-12-16;12:27;Colina;38;86.3;;62.8;;0.7;2.4;8.0;-9999.0;0.4;23.5
2025-12-16;12:27;Movil Fontibon;39;-9999.0;;-9999.0;;-9999.0;41.2;11.9;;;-9999.0
2025-12-16;13:38;Usaquen;1;-9999.0;;-9999.0;;-9999.0;22.0;11.0;-9999.0;-9999.0;-9999.0
2025-12-16;13:38;Carvajal - Sevillana;3;;;;;1.31;101.0;63.0;;4.2;
2025-12-16;13:38;Tunal;4;23.3;2.6;11.9;4.5;-9999.0;35.0;0.0;46.8;1.3;11.3
2025-12-16;13:38;Centro de Alto Rendimiento;5;20.4;3.1;18.0;5.7;0.56;41.4;13.5;-9999.0;2.6;2.4
2025-12-16;13:38;Las Ferias;6;24.8;;20.1;;0.48;21.0;22.0;46.4;;4.7
2025-12-16;13:38;Guaymaral;8;9.8;;7.5;;0.38;21.0;10.0;33.3;0.0;2.3
2025-12-16;13:38;Kennedy;9;19.3;3.0;16.5;3.8;0.65;92.3;42.3;64.9;1.1;2.8
2025-12-16;13:38;Suba;11;5.5;;4.5;;0.31;57.9;14.0;25.2;0.9;1.0
2025-12-16;13:38;Puente Aranda;13;37.0;0.1;31.2;-9999.0;0.54;73.7;41.7;37.9;2.1;5.8
2025-12-16;13:38;MinAmbiente;17;34.2;;29.6;;0.94;78.0;37.0;56.9;1.4;4.5
2025-12-16;13:38;San Cristobal;24;-9999.0;6.4;-9999.0;2.6;0.66;72.0;38.0;43.0;1.8;-9999.0
2025-12-16;13:38;Movil 7ma;26;;;;;-9999.0;40.0;24.1;;;
2025-12-16;13:38;Bolivia;27;12.2;;12.3;;0.3;48.3;11.4;152.1;;0.0
2025-12-16;13:38;Fontibon;30;20.9;0.6;17.8;4.3;0.56;-9999.0;43.0;56.5;-9999.0;3.1
2025-12-16;13:38;Usme;32;11.2;;7.2;;0.22;38.4;15.6;33.3;3.4;3.9
2025-12-16;13:38;Jazmin;34;32.3;;29.3;;0.62;63.7;51.5;48.5;1.7;2.9
2025-12-16;13:38;Ciudad Bolivar;37;47.1;7.3;31.1;5.5;0.49;73.6;29.0;54.0;2.6;16.0
2025-12-16;13:38;Colina;38;86.3;;62.8;;0.7;2.4;8.0;-9999.0;0.4;23.5
2025-12-16;13:38;Movil Fontibon;39;-9999.0;;-9999.0;;-9999.0;34.4;12.9;;;-9999.0
2025-12-16;14:23;Usaquen;1;-9999.0;;-9999.0;;-9999.0;22.3;9.1;-9999.0;-9999.0;-9999.0
2025-12-16;14:23;Carvajal - Sevillana;3;;;;;1.18;117.0;66.0;;3.5;
2025-12-16;14:23;Tunal;4;32.3;2.5;14.8;8.1;-9999.0;94.0;0.0;44.6;1.9;17.6
2025-12-16;14:23;Centro de Alto Rendimiento;5;20.2;6.4;17.7;6.4;0.57;50.8;22.6;-9999.0;3.0;2.5
2025-12-16;14:23;Las Ferias;6;28.9;;25.3;;0.61;28.0;25.0;70.3;;3.6
2025-12-16;14:23;Guaymaral;8;12.2;;9.0;;0.43;23.0;15.0;35.8;0.2;3.2
2025-12-16;14:23;Kennedy;9;17.6;5.5;15.5;3.0;0.63;82.2;50.9;70.7;1.6;2.1
2025-12-16;14:23;Suba;11;10.3;;8.4;;0.42;53.6;30.0;31.2;1.3;1.9
2025-12-16;14:23;Puente Aranda;13;30.5;0.1;27.0;-9999.0;0.44;74.6;44.5;42.7;2.3;3.4
2025-12-16;14:23;MinAmbiente;17;32.8;;28.5;;0.87;99.0;47.0;62.7;1.8;4.3
2025-12-16;14:23;San Cristobal;24;-9999.0;5.3;-9999.0;3.1;0.65;86.0;36.0;46.7;2.8;-9999.0
2025-12-16;14:23;Movil 7ma;26;;;;;-9999.0;49.8;27.7;;;
2025-12-16;14:23;Bolivia;27;2.5;;2.3;;0.5;43.0;11.8;31.0;;0.2
2025-12-16;14:23;Fontibon;30;18.0;1.6;15.9;3.9;0.54;-9999.0;43.0;78.0;-9999.0;2.1
2025-12-16;14:23;Usme;32;11.0;;7.5;;0.23;45.8;12.1;33.4;4.8;3.5
2025-12-16;14:23;Jazmin;34;26.9;;25.8;;0.55;68.5;49.5;55.4;1.9;1.1
2025-12-16;14:23;Ciudad Bolivar;37;42.4;3.3;28.5;4.8;0.47;72.3;35.3;54.6;2.6;13.9
2025-12-16;14:23;Colina;38;86.3;;62.8;;0.7;2.4;8.0;-9999.0;0.4;23.5
2025-12-16;14:23;Movil Fontibon;39;-9999.0;;-9999.0;;-9999.0;104.2;20.8;;;-9999.0
2025-12-16;15:29;Usaquen;1;-9999;;-9999;;-9999;91.4;29;-9999;-9999;-9999
2025-12-16;15:29;Carvajal - Sevillana;3;;;;;1;67;52;;3.2;
2025-12-16;15:29;Tunal;4;29.9;5.2;14.7;5.8;-9999;94;0;37.8;1.4;15.2
2025-12-16;15:29;Centro de Alto Rendimiento;5;16.6;4.6;15.2;5.4;0.49;53.1;34.5;-9999;2.7;1.4
2025-12-16;15:29;Las Ferias;6;28.2;;26.3;;0.63;42.5;39;77.3;;1.9
2025-12-16;15:29;Guaymaral;8;9.8;;10;;0.53;25;40;65.5;0.4;0
2025-12-16;15:29;Kennedy;9;14.2;9;12.5;2.7;0.59;74.8;39.9;67.3;1.4;1.7
2025-12-16;15:29;Suba;11;8.2;;8;;0.45;57.5;43;41.2;1.6;0.2
2025-12-16;15:29;Puente Aranda;13;28.5;0.1;24.7;-9999;0.38;74.6;33.5;37.9;2.2;3.8
2025-12-16;15:29;MinAmbiente;17;29.6;;25.8;;0.83;101;46;56.5;1.9;3.8
2025-12-16;15:29;San Cristobal;24;-9999;3.6;-9999;3;0.73;78;55;33.3;1.8;-9999
2025-12-16;15:29;Movil 7ma;26;;;;;-9999;74.5;40.6;;;
2025-12-16;15:29;Bolivia;27;2.2;;1.8;;0.53;62.4;21.7;34.8;;0.5
2025-12-16;15:29;Fontibon;30;15.4;3.8;13.9;3.7;0.52;-9999;44;79.9;-9999;1.5
2025-12-16;15:29;Usme;32;12.8;;11.4;;0.33;30.8;8.9;46.9;2.8;1.4
2025-12-16;15:29;Jazmin;34;29.4;;27.3;;0.49;68.8;38.6;40.8;1.8;2.1
2025-12-16;15:29;Ciudad Bolivar;37;38.2;3.8;24.8;4.4;0.43;75.9;32.7;50.9;2.2;13.4
2025-12-16;15:29;Colina;38;86.3;;62.8;;0.7;2.4;8;-9999;0.4;23.5
2025-12-16;15:29;Movil Fontibon;39;-9999;;-9999;;-9999;141;29.4;;;-9999
