Fecha;Hora;name;stationId;Presion Baro;Vel Viento;Lluvia;Humedad;Temperatura;Temperatura 8M;Dir Viento;Rad Solar
2026-01-09;16:26;Usaquen;1;;4.1;0.0;;18.0;;138.0;
2026-01-09;16:26;Carvajal - Sevillana;3;;1.6;0.0;;11.9;;243.0;
2026-01-09;16:26;Tunal;4;561.0;1.9;0.0;38.0;;;226.0;625.0
2026-01-09;16:26;Centro de Alto Rendimiento;5;563.0;2.1;0.0;47.0;19.7;;109.0;130.0
2026-01-09;16:26;Las Ferias;6;562.0;4.4;0.0;47.0;19.1;;43.0;
2026-01-09;16:26;Guaymaral;8;562.0;1.6;0.0;43.0;20.1;19.6;115.0;147.0
2026-01-09;16:26;Kennedy;9;;3.3;0.0;49.9;;;278.0;597.0
2026-01-09;16:26;Suba;11;;2.2;0.0;;21.1;;66.0;
2026-01-09;16:26;Puente Aranda;13;561.0;2.1;0.0;51.0;20.4;;240.0;366.0
2026-01-09;16:26;MinAmbiente;17;;-9999.0;0.0;;;;-9999.0;
2026-01-09;16:26;San Cristobal;24;;2.7;0.0;45.0;19.8;;114.0;273.0
2026-01-09;16:26;Movil 7ma;26;560.0;1.7;0.0;40.4;21.4;;256.0;103.0
2026-01-09;16:26;Bolivia;27;563.0;2.0;0.0;58.0;18.9;;108.0;134.0
2026-01-09;16:26;Fontibon;30;562.0;3.4;0.0;59.0;18.9;;268.0;
2026-01-09;16:26;Usme;32;560.0;;0.0;;20.6;;;449.0
2026-01-09;16:26;Jazmin;34;562.0;1.8;0.0;42.0;21.0;;202.0;367.0
2026-01-09;16:26;Ciudad Bolivar;37;555.0;;0.0;;19.3;;;453.0
2026-01-09;16:26;Colina;38;563.0;1.8;0.0;;16.5;;169.0;93.0
2026-01-09;16:26;Movil Fontibon;39;563.0;;;;19.0;;;301.0
2026-01-09;17:26;Usaquen;1;;3.3;0;;16;;128;
2026-01-09;17:26;Carvajal - Sevillana;3;;1.6;0;;11.9;;243;
2026-01-09;17:26;Tunal;4;561;2.3;0;45;;;240;277
2026-01-09;17:26;Centro de Alto Rendimiento;5;563;0.9;5.8;65;17.1;;11;56
2026-01-09;17:26;Las Ferias;6;562;1.9;0.6;57;17.2;;51;
2026-01-09;17:26;Guaymaral;8;562;1.7;0;47;19.2;18.7;120;72
2026-01-09;17:26;Kennedy;9;;3.1;0;62;;;281;298
2026-01-09;17:26;Suba;11;;1;0;;18.2;;234;
2026-01-09;17:26;Puente Aranda;13;562;3.6;0;76;18;;258;272
2026-01-09;17:26;MinAmbiente;17;;-9999;0.9;;;;-9999;
2026-01-09;17:26;San Cristobal;24;;2.1;0;51;18.1;;116;108
2026-01-09;17:26;Movil 7ma;26;560;1.1;0.4;51.6;18.5;;252;30
2026-01-09;17:26;Bolivia;27;563;1.8;0;77;16.4;;284;25
2026-01-09;17:26;Fontibon;30;562;4;3.4;75;16;;269;
2026-01-09;17:26;Usme;32;560;;0;;18.5;;;163
2026-01-09;17:26;Jazmin;34;562;2.9;0;62;19.3;;262;292
2026-01-09;17:26;Ciudad Bolivar;37;555;;0;;16.3;;;164
2026-01-09;17:26;Colina;38;563;1.8;0;;16.5;;169;93
2026-01-09;17:26;Movil Fontibon;39;563;;;;17.4;;;186
