Fecha;Hora;name;stationId;Dir Viento;Humedad;Rad Solar;Temperatura 8M;Temperatura;Vel Viento;Presion Baro;Lluvia
2025-11-07;15:23;Kennedy;9;174.0;46.2;615.0;;;1.7;;0.0
2025-11-07;15:23;Suba;11;54.0;;;;20.6;1.6;;0.0
2025-11-07;15:23;Puente Aranda;13;252.0;74.0;189.0;;18.5;2.9;562.0;0.0
2025-11-07;15:23;MinAmbiente;17;-9999.0;;;;;-9999.0;;0.0
2025-11-07;15:23;San Cristobal;24;122.0;44.0;445.0;;21.4;1.9;;0.0
2025-11-07;15:23;Movil 7ma;26;294.0;46.3;355.0;;-4.6;1.3;560.0;0.0
2025-11-07;15:23;Bolivia;27;302.0;61.0;329.0;;19.8;1.8;563.0;0.0
2025-11-07;15:23;Fontibon;30;244.0;65.0;;;18.6;5.5;562.0;0.0
2025-11-07;15:23;Usme;32;;;538.0;;21.3;;560.0;0.0
2025-11-07;15:23;Jazmin;34;281.0;70.0;186.0;;18.9;3.1;562.0;0.0
2025-11-07;15:23;Ciudad Bolivar;37;;;95.0;;16.9;;556.0;0.0
2025-11-07;15:23;Colina;38;271.0;;53.0;;14.8;0.9;562.0;0.3
2025-11-07;15:23;Movil Fontibon;39;;;533.0;;18.8;;563.0;
2025-11-07;16:18;Usaquen;1;125;;;;19.2;1.6;;0
2025-11-07;16:18;Carvajal - Sevillana;3;28;;;;17.6;3.3;;0
2025-11-07;16:18;Tunal;4;304;66;57;;;2.6;561;0
2025-11-07;16:18;Centro de Alto Rendimiento;5;292;63;59;;16.7;2.7;563;0
2025-11-07;16:18;Las Ferias;6;210;57;;;19.5;2.4;562;0
2025-11-07;16:18;Guaymaral;8;229;46;147;20.4;20.9;1.8;562;0
2025-11-07;16:18;Kennedy;9;174;46.2;615;;;1.7;;0
2025-11-07;16:18;Suba;11;248;;;;19.3;1.7;;0
2025-11-07;16:18;Puente Aranda;13;257;83;60;;17;3.4;562;0
2025-11-07;16:18;MinAmbiente;17;-9999;;;;;-9999;;0
2025-11-07;16:18;San Cristobal;24;331;66;46;;17.6;1.6;;0
2025-11-07;16:18;Movil 7ma;26;303;52;64;;-6.4;1.2;560;0
2025-11-07;16:18;Bolivia;27;289;76;68;;17.3;3.1;563;0
2025-11-07;16:18;Fontibon;30;249;73;;;16.9;5.8;562;2.2
2025-11-07;16:18;Usme;32;;;106;;19.4;;560;0
2025-11-07;16:18;Jazmin;34;286;80;75;;17.2;2.7;562;0
2025-11-07;16:18;Ciudad Bolivar;37;;;36;;15.9;;555;0
2025-11-07;16:18;Colina;38;271;;53;;14.8;0.9;562;0.3
2025-11-07;16:18;Movil Fontibon;39;;;88;;17.1;;563;
