Fecha;Hora;name;stationId;eBC;PM10;NO2;BBP;SO2;NOX;OZONO;CO;NO;PM25
2025-10-28;20:56;Las Ferias;6;;10.4;26.2;;;98.4;0.7;1.06;70.9;9
2025-10-28;20:56;Guaymaral;8;;67;20;;1.8;92.6;1;0.83;72.5;24
2025-10-28;20:56;Kennedy;9;3;31.6;12.4;4.5;-0.5;28.5;15.7;0.69;16.1;16.7
2025-10-28;20:56;Suba;11;;70.3;20;;1.1;37.2;1.3;0.66;17.2;20
2025-10-28;20:56;Puente Aranda;13;1.6;16.7;29;3.2;1.4;60.9;1.5;0.84;31.9;10.1
2025-10-28;20:56;MinAmbiente;17;;23;12.6;;0.5;30.5;7;0.82;18;8
2025-10-28;20:56;San Cristobal;24;1.2;16;10.9;6.6;-0.1;21.4;4.8;0.62;10.6;6
2025-10-28;20:56;Movil 7ma;26;;26.6;;;;;;-9999;;3.2
2025-10-28;20:56;Bolivia;27;;29.2;20.5;;;35.9;1;1.18;15.5;6.2
2025-10-28;20:56;Fontibon;30;-9999;52.8;31.9;-9999;2.1;83.9;1.6;1.6;51.9;23.8
2025-10-28;20:56;Usme;32;;39.1;18.6;;10;30.3;6;0.58;11.6;2.4
2025-10-28;20:56;Jazmin;34;;29.1;27.9;;1.4;46;1.9;0.99;18.1;2.4
2025-10-28;20:56;Ciudad Bolivar;37;3.4;18.7;-0.2;9.1;1.5;-0.1;6;0.74;0.1;5.8
2025-10-28;20:56;Colina;38;;2.4;62.8;;0.4;86.3;-9999;0.7;23.5;8
2025-10-28;20:56;Movil Fontibon;39;;72.8;-9999;;;-9999;;-9999;-9999;18.5
