Fecha;Hora;name;stationId;OZONO;PM25;CO;BBP;eBC;SO2;NO;PM10;NO2;NOX
2025-12-10;17:24;Kennedy;9;7.9;13.1;0.95;4;4.4;1.4;24.9;18.7;16.1;41
2025-12-10;17:24;Suba;11;9.4;985;0.3;;;0.9;6.7;23.9;5.8;12.5
2025-12-10;17:24;Puente Aranda;13;6.2;14.4;0.53;0.1;-9999;2.3;17.3;25.9;15.1;32.4
2025-12-10;17:24;MinAmbiente;17;15.5;0;0.36;;;1.1;5.9;6;3.9;9.8
2025-12-10;17:24;San Cristobal;24;11.3;2;0.37;11.1;0.5;0.6;-9999;16;-9999;-9999
2025-12-10;17:24;Movil 7ma;26;;7.9;-9999;;;;;23.2;;
2025-12-10;17:24;Bolivia;27;9.6;5.8;0.13;;;;1.7;9;7.3;9
2025-12-10;17:24;Fontibon;30;11.8;9;0.33;3.1;1.3;-9999;7.4;-9999;10.4;17.7
2025-12-10;17:24;Usme;32;9.7;2.8;0.48;;;0.8;32.2;23.2;17.7;49.9
2025-12-10;17:24;Jazmin;34;11.6;8.4;0.24;;;0.3;10.1;13.2;8.9;19
2025-12-10;17:24;Ciudad Bolivar;37;15.4;8.6;0.23;9.1;1.1;1.1;11.4;24.6;8.3;19.7
2025-12-10;17:24;Colina;38;-9999;8;0.7;;;0.4;23.5;2.4;62.8;86.3
2025-12-10;17:24;Movil Fontibon;39;;7.2;-9999;;;;-9999;33;-9999;-9999
