Fecha;Hora;name;stationId;NO2;PM25;BBP;NOX;eBC;NO;SO2;OZONO;PM10;CO
2026-01-03;12:21;Movil Fontibon;39;-9999.0;10.3;;-9999.0;;-9999.0;;;42.8;-9999.0
2026-01-03;13:34;Usaquen;1;-9999.0;8.3;;-9999.0;;-9999.0;-9999.0;-9999.0;13.0;-9999.0
2026-01-03;13:34;Carvajal - Sevillana;3;;27.0;;;;;1.5;;55.0;1.03
2026-01-03;13:34;Tunal;4;6.0;13.0;5.1;42.3;2.4;36.3;2.6;20.0;18.0;-9999.0
2026-01-03;13:34;Centro de Alto Rendimiento;5;5.5;6.0;7.9;7.5;1.3;1.9;1.4;-9999.0;12.9;0.23
2026-01-03;13:34;Las Ferias;6;7.0;6.0;;10.7;;3.7;;28.4;19.7;0.25
2026-01-03;13:34;Guaymaral;8;0.7;0.0;;3.7;;3.0;0.2;22.7;13.0;0.23
2026-01-03;13:34;Kennedy;9;7.8;21.2;-9999.0;10.1;-9999.0;2.3;1.1;28.9;36.9;0.66
2026-01-03;13:34;Suba;11;2.1;6.0;;3.8;;1.8;0.8;15.0;27.9;0.23
2026-01-03;13:34;Puente Aranda;13;13.5;20.2;3.4;19.9;1.8;6.4;1.6;17.9;49.3;0.28
2026-01-03;13:34;MinAmbiente;17;4.5;0.0;;7.4;;2.9;0.8;22.2;8.0;0.21
2026-01-03;13:34;San Cristobal;24;0.1;5.0;32.2;1.5;0.5;1.4;1.3;18.5;12.0;0.29
2026-01-03;13:34;Movil 7ma;26;;16.9;;;;;;;6.1;-9999.0
2026-01-03;13:34;Bolivia;27;-9999.0;6.6;;-9999.0;;-9999.0;;-9999.0;23.5;-9999.0
2026-01-03;13:34;Fontibon;30;7.4;15.0;0.3;9.4;1.7;2.0;1.3;25.0;21.1;0.43
2026-01-03;13:34;Usme;32;2.8;9.7;;5.4;;2.6;2.3;21.6;19.9;0.21
2026-01-03;13:34;Jazmin;34;11.3;14.3;;16.0;;4.7;1.6;19.4;41.4;0.35
2026-01-03;13:34;Ciudad Bolivar;37;13.0;5.7;-9999.0;29.3;-9999.0;16.3;2.2;22.8;40.7;0.32
2026-01-03;13:34;Colina;38;5.8;0.0;;7.5;;1.8;0.8;14.8;0.0;0.35
2026-01-03;13:34;Movil Fontibon;39;-9999.0;8.4;;-9999.0;;-9999.0;;;29.0;-9999.0
2026-01-03;14:19;Usaquen;1;-9999.0;2.0;;-9999.0;;-9999.0;-9999.0;-9999.0;11.0;-9999.0
2026-01-03;14:19;Carvajal - Sevillana;3;;27.0;;;;;1.5;;55.0;1.03
2026-01-03;14:19;Tunal;4;6.7;15.0;4.0;45.1;2.6;38.4;3.3;17.3;49.0;-9999.0
2026-01-03;14:19;Centro de Alto Rendimiento;5;7.5;5.1;6.1;10.3;2.1;2.8;1.6;-9999.0;11.0;0.3
2026-01-03;14:19;Las Ferias;6;14.0;10.0;;18.9;;4.9;;26.0;18.4;0.38
2026-01-03;14:19;Guaymaral;8;1.5;0.0;;3.7;;2.2;0.2;24.6;14.0;0.24
2026-01-03;14:19;Kennedy;9;6.4;16.9;-9999.0;9.4;-9999.0;2.9;1.1;27.0;26.6;0.62
2026-01-03;14:19;Suba;11;4.6;5.0;;5.2;;0.6;1.2;19.5;20.4;0.28
2026-01-03;14:19;Puente Aranda;13;12.0;14.8;2.1;17.5;2.0;5.6;1.7;18.1;45.0;0.25
2026-01-03;14:19;MinAmbiente;17;12.7;15.0;;18.0;;5.3;1.4;22.9;40.0;0.47
2026-01-03;14:19;San Cristobal;24;0.1;2.0;43.2;1.5;0.6;1.4;1.9;20.5;24.0;0.36
2026-01-03;14:19;Movil 7ma;26;;12.3;;;;;;;3.3;-9999.0
2026-01-03;14:19;Bolivia;27;-9999.0;5.4;;-9999.0;;-9999.0;;-9999.0;19.0;-9999.0
2026-01-03;14:19;Fontibon;30;5.2;11.0;3.3;6.5;1.1;1.3;0.9;22.7;35.9;0.37
2026-01-03;14:19;Usme;32;6.1;7.5;;9.1;;3.1;2.0;23.9;15.2;0.3
2026-01-03;14:19;Jazmin;34;11.1;17.2;;18.0;;6.9;2.0;20.3;37.5;0.35
2026-01-03;14:19;Ciudad Bolivar;37;12.4;7.2;-9999.0;29.8;-9999.0;17.4;2.9;21.7;39.4;0.3
2026-01-03;14:19;Colina;38;5.8;0.0;;7.5;;1.8;0.8;14.8;0.0;0.35
2026-01-03;14:19;Movil Fontibon;39;-9999.0;12.0;;-9999.0;;-9999.0;;;56.5;-9999.0
2026-01-03;15:27;Usaquen;1;-9999.0;2.8;;-9999.0;;-9999.0;-9999.0;-9999.0;9.0;-9999.0
2026-01-03;15:27;Carvajal - Sevillana;3;;27.0;;;;;1.5;;55.0;1.03
2026-01-03;15:27;Tunal;4;6.8;15.0;6.2;46.0;1.8;39.3;3.6;18.8;39.0;-9999.0
2026-01-03;15:27;Centro de Alto Rendimiento;5;6.9;5.1;5.0;8.7;1.7;1.8;1.6;-9999.0;10.1;0.26
2026-01-03;15:27;Las Ferias;6;13.3;14.0;;18.2;;4.9;;19.2;14.4;0.33
2026-01-03;15:27;Guaymaral;8;2.4;13.0;;2.9;;0.5;0.6;30.8;12.0;0.26
2026-01-03;15:27;Kennedy;9;4.8;25.0;-9999.0;7.3;-9999.0;2.5;1.1;26.5;28.7;0.6
2026-01-03;15:27;Suba;11;3.1;13.0;;3.2;;0.1;1.1;15.6;15.8;0.24
2026-01-03;15:27;Puente Aranda;13;11.5;15.7;3.6;15.7;1.6;4.2;1.6;16.1;34.4;0.21
2026-01-03;15:27;MinAmbiente;17;13.6;12.0;;18.9;;5.4;1.5;22.3;34.0;0.46
2026-01-03;15:27;San Cristobal;24;0.1;2.0;10.8;1.5;1.2;1.4;3.1;20.4;35.0;0.48
2026-01-03;15:27;Movil 7ma;26;;9.1;;;;;;;22.9;-9999.0
2026-01-03;15:27;Bolivia;27;-9999.0;6.6;;-9999.0;;-9999.0;;-9999.0;27.6;-9999.0
2026-01-03;15:27;Fontibon;30;5.1;9.0;11.6;6.2;0.7;1.0;0.9;21.5;24.9;0.36
2026-01-03;15:27;Usme;32;5.4;6.2;;7.8;;2.4;2.1;25.5;37.0;0.28
2026-01-03;15:27;Jazmin;34;11.4;12.3;;15.8;;4.5;2.1;19.8;35.6;0.3
2026-01-03;15:27;Ciudad Bolivar;37;12.8;12.2;-9999.0;30.1;-9999.0;17.3;2.9;21.7;37.9;0.33
2026-01-03;15:27;Colina;38;5.8;0.0;;7.5;;1.8;0.8;14.8;0.0;0.35
2026-01-03;15:27;Movil Fontibon;39;-9999.0;16.6;;-9999.0;;-9999.0;;;64.0;-9999.0
2026-01-03;16:22;Usaquen;1;-9999.0;8.7;;-9999.0;;-9999.0;-9999.0;-9999.0;25.7;-9999.0
2026-01-03;16:22;Carvajal - Sevillana;3;;27.0;;;;;1.5;;55.0;1.03
2026-01-03;16:22;Tunal;4;6.9;12.0;5.6;48.4;2.4;41.4;3.3;13.9;42.0;-9999.0
2026-01-03;16:22;Centro de Alto Rendimiento;5;7.0;4.7;7.1;8.0;1.1;1.0;1.4;-9999.0;19.5;0.23
2026-01-03;16:22;Las Ferias;6;17.2;14.0;;23.1;;5.8;;11.3;13.7;0.42
2026-01-03;16:22;Guaymaral;8;1.3;10.0;;0.5;;-0.8;0.6;23.7;23.0;0.23
2026-01-03;16:22;Kennedy;9;5.6;18.7;-9999.0;7.6;-9999.0;2.0;0.8;22.0;21.4;0.6
2026-01-03;16:22;Suba;11;2.0;12.0;;2.3;;0.3;0.9;11.0;15.5;0.22
2026-01-03;16:22;Puente Aranda;13;10.2;11.9;3.6;12.9;1.2;2.8;1.4;13.9;29.7;0.15
2026-01-03;16:22;MinAmbiente;17;13.0;14.0;;17.4;;4.4;1.2;18.3;24.0;0.41
2026-01-03;16:22;San Cristobal;24;0.1;17.0;7.3;1.5;1.3;1.4;2.3;18.6;27.0;0.41
2026-01-03;16:22;Movil 7ma;26;;8.0;;;;;;;32.6;-9999.0
2026-01-03;16:22;Bolivia;27;-9999.0;7.4;;-9999.0;;-9999.0;;-9999.0;31.6;-9999.0
2026-01-03;16:22;Fontibon;30;6.7;9.0;14.0;7.9;1.0;1.3;1.0;17.5;9.0;0.41
2026-01-03;16:22;Usme;32;11.5;4.5;;14.9;;3.4;3.3;22.7;26.0;0.48
2026-01-03;16:22;Jazmin;34;10.5;8.9;;13.1;;2.6;1.3;15.5;36.0;0.28
2026-01-03;16:22;Ciudad Bolivar;37;15.7;10.2;-9999.0;33.4;-9999.0;17.7;2.3;18.8;32.7;0.35
2026-01-03;16:22;Colina;38;5.8;0.0;;7.5;;1.8;0.8;14.8;0.0;0.35
2026-01-03;16:22;Movil Fontibon;39;-9999.0;11.7;;-9999.0;;-9999.0;;;40.8;-9999.0
2026-01-03;17:24;Usaquen;1;-9999.0;14.6;;-9999.0;;-9999.0;-9999.0;-9999.0;29.8;-9999.0
2026-01-03;17:24;Carvajal - Sevillana;3;;27.0;;;;;1.5;;55.0;1.03
2026-01-03;17:24;Tunal;4;6.7;11.0;6.6;46.5;2.0;39.8;3.1;12.5;33.0;-9999.0
2026-01-03;17:24;Centro de Alto Rendimiento;5;10.7;9.9;7.0;13.3;1.9;2.6;1.3;-9999.0;20.0;0.33
2026-01-03;17:24;Las Ferias;6;19.2;14.0;;29.5;;10.3;;8.7;16.9;0.47
2026-01-03;17:24;Guaymaral;8;0.7;8.0;;-0.9;;-1.6;0.5;26.0;18.0;0.22
2026-01-03;17:24;Kennedy;9;8.5;13.6;-9999.0;10.6;-9999.0;2.1;0.8;16.9;24.8;0.69
2026-01-03;17:24;Suba;11;2.3;8.0;;2.7;;0.4;0.9;11.7;18.7;0.22
2026-01-03;17:24;Puente Aranda;13;13.0;8.4;3.3;17.4;1.3;4.3;1.4;9.0;23.5;0.24
2026-01-03;17:24;MinAmbiente;17;13.1;13.0;;17.8;;4.7;1.1;15.6;27.0;0.43
2026-01-03;17:24;San Cristobal;24;0.1;10.0;15.8;1.5;0.8;1.4;2.2;15.9;24.0;0.44
2026-01-03;17:24;Movil 7ma;26;;7.8;;;;;;;23.9;-9999.0
2026-01-03;17:24;Bolivia;27;-9999.0;17.0;;-9999.0;;-9999.0;;-9999.0;24.5;-9999.0
2026-01-03;17:24;Fontibon;30;7.5;8.0;12.8;8.8;1.0;1.3;0.9;9.9;15.0;0.43
2026-01-03;17:24;Usme;32;15.0;3.3;;21.4;;6.3;3.4;13.6;36.0;0.61
2026-01-03;17:24;Jazmin;34;11.7;10.2;;14.8;;3.1;1.3;13.6;25.1;0.31
2026-01-03;17:24;Ciudad Bolivar;37;20.4;10.3;-9999.0;38.9;-9999.0;18.5;2.1;13.5;31.0;0.48
2026-01-03;17:24;Colina;38;5.8;0.0;;7.5;;1.8;0.8;14.8;0.0;0.35
2026-01-03;17:24;Movil Fontibon;39;-9999.0;9.0;;-9999.0;;-9999.0;;;22.7;-9999.0
2026-01-03;18:23;Usaquen;1;-9999;3.4;;-9999;;-9999;-9999;-9999;18.1;-9999
2026-01-03;18:23;Carvajal - Sevillana;3;;27;;;;;1.5;;55;1.03
2026-01-03;18:23;Tunal;4;8.7;10;7;53.9;3.4;45.2;3.4;9.7;29;-9999
2026-01-03;18:23;Centro de Alto Rendimiento;5;7.6;11.2;7;9.1;1.4;1.5;1.3;-9999;16.8;0.31
2026-01-03;18:23;Las Ferias;6;19.4;12;;27.8;;8.4;;7.1;13.9;0.45
2026-01-03;18:23;Guaymaral;8;2.7;10;;1.3;;-1.3;0.4;21.6;18;0.23
2026-01-03;18:23;Kennedy;9;10;9.5;-9999;12.3;-9999;2.3;0.8;15.2;23.4;0.71
2026-01-03;18:23;Suba;11;10.8;7;;12;;1.3;1;8.1;14.7;0.34
2026-01-03;18:23;Puente Aranda;13;12.1;6.9;5.3;15.6;1.3;3.5;1.3;9.9;16.4;0.2
2026-01-03;18:23;MinAmbiente;17;16.4;14;;21.1;;4.7;1;9.8;24;0.49
2026-01-03;18:23;San Cristobal;24;0.1;8;37.1;1.5;0.8;1.4;1.7;14.4;18;0.4
2026-01-03;18:23;Movil 7ma;26;;6.5;;;;;;;30.4;-9999
2026-01-03;18:23;Bolivia;27;-9999;13.1;;-9999;;-9999;;-9999;28.9;-9999
2026-01-03;18:23;Fontibon;30;7.8;6;14.5;9.6;0.8;1.8;0.8;7.9;7;0.41
2026-01-03;18:23;Usme;32;17.6;2.5;;25.7;;8.1;3.6;10.7;19.2;0.64
2026-01-03;18:23;Jazmin;34;14.1;7.6;;16.9;;2.9;1.4;11.5;21.1;0.33
2026-01-03;18:23;Ciudad Bolivar;37;16.3;8.1;-9999;32.2;-9999;15.8;2.9;15.2;29;0.38
2026-01-03;18:23;Colina;38;5.8;0;;7.5;;1.8;0.8;14.8;0;0.35
2026-01-03;18:23;Movil Fontibon;39;-9999;6.3;;-9999;;-9999;;;41.2;-9999
