Fecha;Hora;name;stationId;Vel Viento;Dir Viento;Rad Solar;Temperatura;Lluvia;Temperatura 8M;Presion Baro;Humedad
2026-01-13;16:26;Carvajal - Sevillana;3;1.6;243.0;;11.9;0.0;;;
2026-01-13;16:26;Tunal;4;2.4;285.0;35.0;;0.0;;560.0;64.0
2026-01-13;16:26;Centro de Alto Rendimiento;5;1.8;194.0;145.0;18.7;0.0;;562.0;56.0
2026-01-13;16:26;Las Ferias;6;3.1;39.0;;18.2;0.0;;561.0;55.0
2026-01-13;16:26;Guaymaral;8;2.1;120.0;41.0;18.0;0.0;17.6;561.0;53.0
2026-01-13;16:26;Kennedy;9;3.3;267.0;156.0;;0.0;;;67.1
2026-01-13;16:26;Suba;11;2.5;91.0;;17.8;0.9;;;
2026-01-13;16:26;Puente Aranda;13;2.1;223.0;67.0;17.5;0.5;;561.0;75.0
2026-01-13;16:26;MinAmbiente;17;-9999.0;-9999.0;;;0.0;;;
2026-01-13;16:26;San Cristobal;24;2.1;129.0;78.0;16.7;0.0;;;58.0
2026-01-13;16:26;Movil 7ma;26;1.6;256.0;153.0;19.1;0.0;;559.0;49.6
2026-01-13;16:26;Bolivia;27;2.0;78.0;69.0;17.2;0.0;;562.0;72.0
2026-01-13;16:26;Fontibon;30;3.3;242.0;;18.9;0.9;;562.0;60.0
2026-01-13;16:26;Usme;32;;;118.0;17.3;0.0;;560.0;
2026-01-13;16:26;Jazmin;34;1.9;263.0;39.0;17.5;0.9;;561.0;75.0
2026-01-13;16:26;Ciudad Bolivar;37;;;91.0;15.1;0.0;;555.0;
2026-01-13;16:26;Colina;38;1.8;169.0;93.0;16.5;0.0;;563.0;
2026-01-13;16:26;Movil Fontibon;39;;;427.0;18.7;;;562.0;
2026-01-13;17:27;Usaquen;1;3.8;143.0;;16.1;0.0;;;
2026-01-13;17:27;Carvajal - Sevillana;3;1.6;243.0;;11.9;0.0;;;
2026-01-13;17:27;Tunal;4;1.0;219.0;69.0;;0.0;;561.0;60.0
2026-01-13;17:27;Centro de Alto Rendimiento;5;3.4;309.0;50.0;16.8;0.0;;562.0;71.0
2026-01-13;17:27;Las Ferias;6;2.5;232.0;;16.3;0.0;;561.0;66.0
2026-01-13;17:27;Guaymaral;8;1.3;151.0;4.0;17.2;0.0;17.0;561.0;58.0
2026-01-13;17:27;Kennedy;9;2.6;284.0;61.0;;0.1;;;81.3
2026-01-13;17:27;Suba;11;1.7;148.0;;15.8;0.2;;;
2026-01-13;17:27;Puente Aranda;13;2.1;252.0;43.0;16.0;0.1;;561.0;86.0
2026-01-13;17:27;MinAmbiente;17;-9999.0;-9999.0;;;0.0;;;
2026-01-13;17:27;San Cristobal;24;2.4;124.0;62.0;15.8;0.0;;;60.0
2026-01-13;17:27;Movil 7ma;26;1.2;250.0;77.0;18.1;0.0;;560.0;51.7
2026-01-13;17:27;Bolivia;27;1.8;232.0;22.0;14.9;0.0;;562.0;85.0
2026-01-13;17:27;Fontibon;30;3.5;263.0;;14.4;5.8;;562.0;86.0
2026-01-13;17:27;Usme;32;;;81.0;17.2;0.0;;560.0;
2026-01-13;17:27;Jazmin;34;1.7;232.0;60.0;16.8;0.0;;561.0;73.0
2026-01-13;17:27;Ciudad Bolivar;37;;;46.0;15.7;0.0;;555.0;
2026-01-13;17:27;Colina;38;1.8;169.0;93.0;16.5;0.0;;563.0;
2026-01-13;17:27;Movil Fontibon;39;;;22.0;15.2;;;562.0;
2026-01-13;18:24;Usaquen;1;2;164;;15.8;0;;;
2026-01-13;18:24;Carvajal - Sevillana;3;1.6;243;;11.9;0;;;
2026-01-13;18:24;Tunal;4;1.4;290;35;;0;;561;63
2026-01-13;18:24;Centro de Alto Rendimiento;5;2.4;313;10;15.3;0;;563;78
2026-01-13;18:24;Las Ferias;6;2;220;;15.6;0;;562;70
2026-01-13;18:24;Guaymaral;8;1.8;176;0;16.6;0;16.5;561;60
2026-01-13;18:24;Kennedy;9;1.9;278;22;;0;;;84.4
2026-01-13;18:24;Suba;11;0.9;239;;15;0;;;
2026-01-13;18:24;Puente Aranda;13;2;259;21;15.1;0;;561;95
2026-01-13;18:24;MinAmbiente;17;-9999;-9999;;;0;;;
2026-01-13;18:24;San Cristobal;24;1.7;112;14;15.3;0;;;61
2026-01-13;18:24;Movil 7ma;26;0.4;57;9;16.8;0;;560;62.3
2026-01-13;18:24;Bolivia;27;0.9;250;12;14.1;0;;563;89
2026-01-13;18:24;Fontibon;30;2.5;247;;14.2;0;;562;87
2026-01-13;18:24;Usme;32;;;35;16.7;0;;560;
2026-01-13;18:24;Jazmin;34;1.9;292;36;15.5;0;;562;91
2026-01-13;18:24;Ciudad Bolivar;37;;;17;14.9;0;;555;
2026-01-13;18:24;Colina;38;1.8;169;93;16.5;0;;563;
2026-01-13;18:24;Movil Fontibon;39;;;13;14.8;;;563;
