Fecha;Hora;name;stationId;PM10;eBC;PM25;NOX;SO2;NO;CO;NO2;BBP;OZONO
2025-11-04;14:19;Kennedy;9;31.6;3.0;16.7;28.5;-0.5;16.1;0.69;12.4;4.5;15.7
2025-11-04;14:19;Suba;11;32.8;;19.0;6.5;1.0;1.5;0.37;5.1;;23.7
2025-11-04;14:19;Puente Aranda;13;46.7;2.3;18.8;34.4;1.7;6.3;0.37;28.0;2.7;22.3
2025-11-04;14:19;MinAmbiente;17;74.0;;35.0;34.0;1.6;6.1;0.75;27.9;;41.9
2025-11-04;14:19;San Cristobal;24;75.0;3.6;27.0;25.0;2.4;2.2;0.53;22.8;4.6;34.5
2025-11-04;14:19;Movil 7ma;26;40.4;;27.9;;;;-9999.0;;;
2025-11-04;14:19;Bolivia;27;40.7;;5.9;17.5;;2.6;0.53;14.9;;22.9
2025-11-04;14:19;Fontibon;30;35.9;3.6;22.1;17.8;1.2;3.2;0.22;14.6;0.0;39.0
2025-11-04;14:19;Usme;32;67.6;;14.7;29.0;2.6;5.0;0.37;24.1;;35.0
2025-11-04;14:19;Jazmin;34;47.1;;19.6;30.6;1.9;4.0;0.53;26.6;;29.4
2025-11-04;14:19;Ciudad Bolivar;37;60.6;4.1;36.1;0.0;1.6;0.2;0.28;-0.2;4.5;42.6
2025-11-04;14:19;Colina;38;2.4;;8.0;86.3;0.4;23.5;0.7;62.8;;-9999.0
2025-11-04;14:19;Movil Fontibon;39;72.4;;23.8;-9999.0;;-9999.0;-9999.0;-9999.0;;
2025-11-04;15:27;Usaquen;1;56.2;;17.7;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;;-9999.0
2025-11-04;15:27;Carvajal - Sevillana;3;91.0;;36.0;;2.4;;0.78;;;
2025-11-04;15:27;Tunal;4;74.0;9.6;31.0;43.5;2.3;23.5;-9999.0;20.0;2.0;30.0
2025-11-04;15:27;Centro de Alto Rendimiento;5;38.6;5.7;23.9;16.8;2.0;3.6;0.57;13.2;3.7;51.3
2025-11-04;15:27;Las Ferias;6;28.3;;27.0;28.5;;5.2;0.59;23.4;;38.7
2025-11-04;15:27;Guaymaral;8;42.0;;21.0;17.9;0.4;6.1;0.33;11.8;;40.2
2025-11-04;15:27;Kennedy;9;31.6;3.0;16.7;28.5;-0.5;16.1;0.69;12.4;4.5;15.7
2025-11-04;15:27;Suba;11;40.2;;20.0;7.4;1.0;1.6;0.37;5.8;;23.9
2025-11-04;15:27;Puente Aranda;13;44.0;2.3;22.5;32.8;1.9;7.1;0.34;25.6;3.5;21.6
2025-11-04;15:27;MinAmbiente;17;84.0;;34.0;43.7;1.7;9.5;0.86;34.2;;38.0
2025-11-04;15:27;San Cristobal;24;79.0;3.5;32.0;26.5;2.7;3.4;0.62;23.1;4.0;36.6
2025-11-04;15:27;Movil 7ma;26;55.5;;23.1;;;;-9999.0;;;
2025-11-04;15:27;Bolivia;27;45.6;;4.9;18.2;;2.7;0.56;15.5;;22.6
2025-11-04;15:27;Fontibon;30;39.4;3.2;22.7;14.3;1.3;2.8;0.2;11.5;1.1;44.5
2025-11-04;15:27;Usme;32;59.8;;14.9;34.4;2.2;9.3;0.37;25.1;;44.4
2025-11-04;15:27;Jazmin;34;53.7;;27.9;32.1;2.2;6.4;0.52;25.7;;28.2
2025-11-04;15:27;Ciudad Bolivar;37;63.9;4.3;29.3;0.0;2.0;0.2;0.33;-0.2;9.1;38.7
2025-11-04;15:27;Colina;38;2.4;;8.0;86.3;0.4;23.5;0.7;62.8;;-9999.0
2025-11-04;15:27;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;-9999.0;-9999.0;;
2025-11-04;16:21;Usaquen;1;61.4;;21.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;;-9999.0
2025-11-04;16:21;Carvajal - Sevillana;3;99.0;;43.0;;1.7;;1.02;;;
2025-11-04;16:21;Tunal;4;66.0;7.5;28.0;37.6;1.9;19.4;-9999.0;18.2;3.6;31.0
2025-11-04;16:21;Centro de Alto Rendimiento;5;49.1;4.4;17.7;13.5;1.8;1.6;0.37;11.9;9.4;46.8
2025-11-04;16:21;Las Ferias;6;34.4;;32.0;31.6;;6.4;0.6;25.1;;32.8
2025-11-04;16:21;Guaymaral;8;43.0;;18.0;11.6;0.3;2.2;0.25;9.6;;36.6
2025-11-04;16:21;Kennedy;9;31.6;3.0;16.7;28.5;-0.5;16.1;0.69;12.4;4.5;15.7
2025-11-04;16:21;Suba;11;38.2;;16.0;5.5;1.0;1.1;0.35;4.4;;23.5
2025-11-04;16:21;Puente Aranda;13;43.3;2.0;20.5;27.5;1.6;4.5;0.29;22.9;4.5;23.3
2025-11-04;16:21;MinAmbiente;17;77.0;;32.0;40.2;1.3;6.0;1.19;34.2;;35.2
2025-11-04;16:21;San Cristobal;24;58.0;4.1;35.0;28.8;2.6;2.1;0.56;26.7;1.7;30.5
2025-11-04;16:21;Movil 7ma;26;53.8;;30.8;;;;-9999.0;;;
2025-11-04;16:21;Bolivia;27;44.1;;4.2;19.4;;3.1;0.58;16.3;;21.1
2025-11-04;16:21;Fontibon;30;38.0;2.9;20.3;14.6;1.3;2.4;0.2;12.2;6.1;38.4
2025-11-04;16:21;Usme;32;69.3;;21.5;30.9;3.1;3.7;0.43;27.3;;36.7
2025-11-04;16:21;Jazmin;34;50.6;;32.5;22.2;1.5;3.7;0.39;18.5;;33.7
2025-11-04;16:21;Ciudad Bolivar;37;58.6;3.3;29.6;0.0;1.5;0.2;0.37;-0.2;11.6;36.7
2025-11-04;16:21;Colina;38;2.4;;8.0;86.3;0.4;23.5;0.7;62.8;;-9999.0
2025-11-04;16:21;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;-9999.0;-9999.0;;
2025-11-04;17:22;Usaquen;1;53.3;;13.5;-9999;-9999;-9999;-9999;-9999;;-9999
2025-11-04;17:22;Carvajal - Sevillana;3;40;;28;;0.8;;1.27;;;
2025-11-04;17:22;Tunal;4;75;6.4;22;43.2;1.8;21.9;-9999;21.2;1.3;19.2
2025-11-04;17:22;Centro de Alto Rendimiento;5;43.3;5.1;20.7;17.9;1.6;1.7;0.49;16.2;5.4;34.7
2025-11-04;17:22;Las Ferias;6;27.6;;31;44.8;;14.1;0.79;30.7;;18.5
2025-11-04;17:22;Guaymaral;8;38;;13;12.2;0.2;1.9;0.24;10.3;;31
2025-11-04;17:22;Kennedy;9;31.6;3;16.7;28.5;-0.5;16.1;0.69;12.4;4.5;15.7
2025-11-04;17:22;Suba;11;37;;12;8.9;1.1;1.4;0.37;7.5;;19.4
2025-11-04;17:22;Puente Aranda;13;44.7;2.3;25.5;42;1.5;8.7;0.53;33.3;3.7;14.5
2025-11-04;17:22;MinAmbiente;17;53;;27;34;1.3;4.5;0.78;29.5;;30.8
2025-11-04;17:22;San Cristobal;24;62;2.9;32;30.2;2.7;2.8;0.57;27.4;2.6;21.4
2025-11-04;17:22;Movil 7ma;26;74;;26.7;;;;-9999;;;
2025-11-04;17:22;Bolivia;27;53.3;;3.9;18.6;;2.4;0.6;16.1;;19.6
2025-11-04;17:22;Fontibon;30;36.5;3.2;17.4;18.9;1.1;3;0.26;15.9;8.6;28
2025-11-04;17:22;Usme;32;84;;20.2;30.6;2.9;2.2;0.48;28.4;;28
2025-11-04;17:22;Jazmin;34;52.2;;23;32.7;1.6;5.5;0.55;27.2;;16.2
2025-11-04;17:22;Ciudad Bolivar;37;60;3.4;25.1;0;1.7;0.2;0.36;-0.2;10.3;28.1
2025-11-04;17:22;Colina;38;2.4;;8;86.3;0.4;23.5;0.7;62.8;;-9999
2025-11-04;17:22;Movil Fontibon;39;-9999;;-9999;-9999;;-9999;-9999;-9999;;
