Fecha;Hora;name;stationId;CO;SO2;PM25;NOX;OZONO;eBC;NO2;BBP;NO;PM10
2025-10-12;13:29;Ciudad Bolivar;37;0.26;1.5;24.0;15.1;21.7;2.9;9.6;17.7;5.6;27.8
2025-10-12;13:29;Colina;38;0.36;1.4;5.3;9.9;13.3;;8.2;;1.7;4.8
2025-10-12;13:29;Movil Fontibon;39;-9999.0;;9.9;-9999.0;;;-9999.0;;-9999.0;33.4
2025-10-12;14:16;Usaquen;1;-9999.0;-9999.0;2.5;-9999.0;-9999.0;;-9999.0;;-9999.0;10.2
2025-10-12;14:16;Carvajal - Sevillana;3;0.82;0.8;41.0;;;;;;;32.0
2025-10-12;14:16;Tunal;4;-9999.0;0.8;13.0;17.9;18.1;2.6;7.8;6.3;10.1;19.0
2025-10-12;14:16;Centro de Alto Rendimiento;5;0.41;0.5;6.0;12.9;35.7;2.3;8.9;6.7;3.9;10.8
2025-10-12;14:16;Las Ferias;6;0.37;;1.0;16.7;23.1;;10.6;;6.1;9.5
2025-10-12;14:16;Guaymaral;8;0.17;0.5;1.0;0.2;29.1;;1.6;;-1.4;14.0
2025-10-12;14:16;Kennedy;9;1.66;1.9;7.3;54.5;2.0;7.3;19.8;4.5;34.7;38.7
2025-10-12;14:16;Suba;11;0.28;0.8;4.0;1.6;15.9;;1.0;;0.6;11.1
2025-10-12;14:16;Puente Aranda;13;0.35;1.4;9.1;22.1;14.0;0.9;17.0;4.9;5.1;25.2
2025-10-12;14:16;MinAmbiente;17;0.68;0.2;985.0;26.6;19.2;;19.2;;7.4;35.0
2025-10-12;14:16;San Cristobal;24;0.39;0.7;9.0;17.8;17.0;1.0;11.3;101.2;6.4;19.0
2025-10-12;14:16;Movil 7ma;26;-9999.0;;11.9;;;;;;;6.7
2025-10-12;14:16;Bolivia;27;0.53;;16.6;10.7;16.5;;9.0;;1.7;18.0
2025-10-12;14:16;Fontibon;30;0.26;1.4;13.9;9.3;28.4;1.0;7.5;3.9;1.8;10.9
2025-10-12;14:16;Usme;32;0.34;1.5;13.4;24.9;17.2;;12.9;;12.0;34.7
2025-10-12;14:16;Jazmin;34;0.48;1.0;15.9;22.6;15.7;;17.1;;5.4;21.9
2025-10-12;14:16;Ciudad Bolivar;37;0.23;0.9;17.6;13.5;23.1;1.4;9.2;20.4;4.4;20.9
2025-10-12;14:16;Colina;38;0.3;1.5;4.5;9.8;14.3;;8.4;;1.4;4.3
2025-10-12;14:16;Movil Fontibon;39;-9999.0;;8.1;-9999.0;;;-9999.0;;-9999.0;27.0
2025-10-12;15:23;Usaquen;1;-9999.0;-9999.0;3.1;-9999.0;-9999.0;;-9999.0;;-9999.0;13.6
2025-10-12;15:23;Carvajal - Sevillana;3;0.64;1.3;24.0;;;;;;;35.0
2025-10-12;15:23;Tunal;4;-9999.0;1.1;29.0;26.4;17.4;3.0;9.1;6.5;17.3;30.0
2025-10-12;15:23;Centro de Alto Rendimiento;5;0.34;0.5;10.4;12.4;31.5;2.1;7.2;7.2;5.2;12.6
2025-10-12;15:23;Las Ferias;6;0.43;;11.0;21.2;22.0;;14.3;;6.9;9.6
2025-10-12;15:23;Guaymaral;8;0.27;0.5;7.0;4.5;29.1;;4.8;;0.0;16.0
2025-10-12;15:23;Kennedy;9;1.66;1.9;7.3;54.5;2.0;7.3;19.8;4.5;34.7;38.7
2025-10-12;15:23;Suba;11;0.35;0.9;6.0;3.8;16.6;;2.7;;1.1;24.4
2025-10-12;15:23;Puente Aranda;13;0.31;1.7;6.6;24.0;13.1;1.1;16.2;3.3;7.8;21.9
2025-10-12;15:23;MinAmbiente;17;0.7;0.3;985.0;29.2;19.5;;18.9;;10.3;31.0
2025-10-12;15:23;San Cristobal;24;0.58;0.6;11.0;24.3;15.7;1.4;17.7;17.9;6.6;27.0
2025-10-12;15:23;Movil 7ma;26;-9999.0;;12.3;;;;;;;38.2
2025-10-12;15:23;Bolivia;27;0.52;;12.1;9.7;18.1;;7.9;;1.8;20.1
2025-10-12;15:23;Fontibon;30;0.26;1.4;12.4;9.0;28.6;0.9;6.1;1.8;2.9;13.6
2025-10-12;15:23;Usme;32;0.27;0.0;14.5;17.3;18.7;;7.7;;9.6;29.3
2025-10-12;15:23;Jazmin;34;0.42;1.2;12.1;22.6;18.6;;14.2;;8.3;16.6
2025-10-12;15:23;Ciudad Bolivar;37;0.23;1.4;13.8;15.1;22.0;1.7;9.5;26.1;5.6;22.1
2025-10-12;15:23;Colina;38;0.46;1.6;4.2;17.0;14.9;;14.3;;2.7;4.7
2025-10-12;15:23;Movil Fontibon;39;-9999.0;;6.8;-9999.0;;;-9999.0;;-9999.0;14.3
2025-10-12;16:18;Usaquen;1;-9999;-9999;6.2;-9999;-9999;;-9999;;-9999;22.5
2025-10-12;16:18;Carvajal - Sevillana;3;0.33;0.8;29;;;;;;;32
2025-10-12;16:18;Tunal;4;-9999;1.3;19;23.6;17;2.7;9;3.7;14.6;25
2025-10-12;16:18;Centro de Alto Rendimiento;5;0.38;0.6;8.7;12.9;29.1;2.3;8.4;4.5;4.5;10.8
2025-10-12;16:18;Las Ferias;6;0.38;;11;19;21;;13.8;;5.1;13.5
2025-10-12;16:18;Guaymaral;8;0.23;0.6;13;4.4;29.4;;4.2;;0.2;12
2025-10-12;16:18;Kennedy;9;1.66;1.9;7.3;54.5;2;7.3;19.8;4.5;34.7;38.7
2025-10-12;16:18;Suba;11;0.32;0.8;5;2.3;15.7;;1.7;;0.6;17
2025-10-12;16:18;Puente Aranda;13;0.25;1.6;6.5;17.9;13.5;0.9;13.1;6.7;4.8;16.4
2025-10-12;16:18;MinAmbiente;17;0.69;0.3;985;27.6;19.1;;19.6;;8;21
2025-10-12;16:18;San Cristobal;24;0.47;0.6;18;20.7;17.3;1.7;15.9;70.7;4.7;24
2025-10-12;16:18;Movil 7ma;26;-9999;;21;;;;;;;40.6
2025-10-12;16:18;Bolivia;27;0.52;;8.8;8.5;17.5;;7.1;;1.4;23.2
2025-10-12;16:18;Fontibon;30;0.18;1.5;9;5.1;29.2;0.7;4;1.5;1.1;14.4
2025-10-12;16:18;Usme;32;0.41;2.1;10.5;20.7;24.7;;14.7;;6;16.7
2025-10-12;16:18;Jazmin;34;0.36;1.1;8.7;16.6;19.6;;12;;4.6;18.9
2025-10-12;16:18;Ciudad Bolivar;37;0.29;1.6;12.8;17.4;22.4;2.3;10.9;13.5;6.5;21.2
2025-10-12;16:18;Colina;38;0.36;1.6;3.9;14.2;14.6;;12.8;;1.5;5.5
2025-10-12;16:18;Movil Fontibon;39;-9999;;7.4;-9999;;;-9999;;-9999;13.6
