Fecha;Hora;name;stationId;Humedad;Dir Viento;Temperatura 8M;Lluvia;Presion Baro;Vel Viento;Rad Solar;Temperatura
2025-11-27;14:19;Puente Aranda;13;48.0;98.0;;0.0;562.0;2.5;322.0;20.0
2025-11-27;14:19;MinAmbiente;17;;-9999.0;;0.0;;-9999.0;;
2025-11-27;14:19;San Cristobal;24;49.0;124.0;;0.0;;2.8;291.0;18.4
2025-11-27;14:19;Movil 7ma;26;39.4;266.0;;0.0;560.0;2.1;358.0;-70.8
2025-11-27;14:19;Bolivia;27;52.0;103.0;;0.0;563.0;2.7;312.0;19.4
2025-11-27;14:19;Fontibon;30;42.0;98.0;;0.0;562.0;2.7;;19.6
2025-11-27;14:19;Usme;32;;;;0.0;560.0;;364.0;19.1
2025-11-27;14:19;Jazmin;34;44.0;122.0;;0.0;562.0;2.7;425.0;20.2
2025-11-27;14:19;Ciudad Bolivar;37;;;;0.0;555.0;;252.0;18.7
2025-11-27;14:19;Colina;38;;271.0;;0.3;562.0;0.9;53.0;14.8
2025-11-27;14:19;Movil Fontibon;39;;;;;563.0;;222.0;19.6
2025-11-27;15:24;Usaquen;1;;134.0;;0.0;;3.8;;17.7
2025-11-27;15:24;Carvajal - Sevillana;3;;242.0;;0.0;;2.9;;20.5
2025-11-27;15:24;Tunal;4;47.0;185.0;;0.0;561.0;1.6;221.0;
2025-11-27;15:24;Centro de Alto Rendimiento;5;50.0;136.0;;0.0;563.0;2.8;165.0;19.5
2025-11-27;15:24;Las Ferias;6;42.0;57.0;;0.0;562.0;3.9;;19.0
2025-11-27;15:24;Guaymaral;8;39.0;81.0;18.4;0.0;562.0;1.7;80.0;18.9
2025-11-27;15:24;Kennedy;9;58.0;303.0;;0.0;;1.5;50.0;
2025-11-27;15:24;Suba;11;;83.0;;0.0;;2.6;;19.4
2025-11-27;15:24;Puente Aranda;13;52.0;191.0;;0.0;562.0;1.5;125.0;19.6
2025-11-27;15:24;MinAmbiente;17;;-9999.0;;0.0;;-9999.0;;
2025-11-27;15:24;San Cristobal;24;54.0;135.0;;0.0;;2.6;138.0;17.2
2025-11-27;15:24;Movil 7ma;26;43.5;257.0;;0.0;560.0;2.2;177.0;-72.3
2025-11-27;15:24;Bolivia;27;53.0;111.0;;0.0;563.0;2.3;168.0;19.0
2025-11-27;15:24;Fontibon;30;55.0;158.0;;0.0;562.0;1.4;;18.4
2025-11-27;15:24;Usme;32;;;;0.0;560.0;;191.0;18.8
2025-11-27;15:24;Jazmin;34;50.0;147.0;;0.0;562.0;2.9;202.0;19.2
2025-11-27;15:24;Ciudad Bolivar;37;;;;0.0;555.0;;147.0;17.6
2025-11-27;15:24;Colina;38;;271.0;;0.3;562.0;0.9;53.0;14.8
