Fecha;Hora;name;stationId;NO2;OZONO;SO2;eBC;PM25;CO;BBP;NOX;NO;PM10
2025-12-27;15:27;Centro de Alto Rendimiento;5;3.4;-9999.0;0.8;0.7;3.6;0.12;13.4;4.7;1.3;18.8
2025-12-27;15:27;Las Ferias;6;4.1;29.7;;;9.0;0.22;;7.4;3.3;5.2
2025-12-27;15:27;Guaymaral;8;4.5;27.4;0.6;;9.0;0.28;;8.1;3.6;24.0
2025-12-27;15:27;Kennedy;9;10.6;43.6;1.3;1.8;10.2;0.73;3.8;13.2;2.6;31.4
2025-12-27;15:27;Suba;11;3.8;18.9;0.5;;4.0;0.27;;5.9;2.1;22.0
2025-12-27;15:27;Puente Aranda;13;17.7;17.3;1.2;1.9;18.7;0.26;3.0;24.7;7.0;29.5
2025-12-27;15:27;MinAmbiente;17;2.8;29.9;0.8;;6.0;0.22;;4.4;1.6;16.0
2025-12-27;15:27;San Cristobal;24;0.1;25.6;0.7;0.7;9.0;0.23;25.0;1.5;1.4;25.0
2025-12-27;15:27;Movil 7ma;26;;;;;9.7;-9999.0;;;;13.1
2025-12-27;15:27;Bolivia;27;20.8;15.1;;;5.3;-0.23;;31.4;10.6;10.4
2025-12-27;15:27;Fontibon;30;9.0;31.5;1.6;2.0;19.0;0.45;4.4;10.5;1.5;18.0
2025-12-27;15:27;Usme;32;5.9;34.3;1.4;;7.8;0.24;;11.3;5.4;23.1
2025-12-27;15:27;Jazmin;34;11.2;28.0;0.6;;8.5;0.28;;17.0;5.9;20.6
2025-12-27;15:27;Ciudad Bolivar;37;6.2;32.1;1.0;0.7;7.9;0.1;15.1;15.7;9.5;35.9
2025-12-27;15:27;Colina;38;62.8;-9999.0;0.4;;8.0;0.7;;86.3;23.5;2.4
2025-12-27;15:27;Movil Fontibon;39;-9999.0;;;;9.8;-9999.0;;-9999.0;-9999.0;31.6
2025-12-27;16:21;Usaquen;1;-9999.0;-9999.0;-9999.0;;7.3;-9999.0;;-9999.0;-9999.0;31.4
2025-12-27;16:21;Carvajal - Sevillana;3;;;3.2;;18.0;0.61;;;;46.0
2025-12-27;16:21;Tunal;4;5.9;20.0;-1.7;0.8;10.0;-9999.0;14.5;10.4;4.5;22.0
2025-12-27;16:21;Centro de Alto Rendimiento;5;3.3;-9999.0;0.8;0.6;3.6;0.11;15.1;4.2;0.9;21.3
2025-12-27;16:21;Las Ferias;6;7.2;26.3;;;9.0;0.29;;12.5;5.3;5.0
2025-12-27;16:21;Guaymaral;8;6.5;25.5;0.6;;7.0;0.3;;10.4;4.0;22.0
2025-12-27;16:21;Kennedy;9;8.1;39.5;1.1;1.5;12.2;0.73;5.5;10.6;2.5;33.9
2025-12-27;16:21;Suba;11;3.7;20.0;0.5;;5.0;0.3;;5.5;1.8;21.4
2025-12-27;16:21;Puente Aranda;13;18.3;22.5;1.6;2.3;13.9;0.31;3.2;23.2;4.9;21.2
2025-12-27;16:21;MinAmbiente;17;3.2;30.2;0.7;;5.0;0.23;;4.8;1.6;19.0
2025-12-27;16:21;San Cristobal;24;0.1;25.7;0.8;0.6;6.0;0.26;48.6;1.6;1.4;17.0
2025-12-27;16:21;Movil 7ma;26;;;;;9.1;-9999.0;;;;20.6
2025-12-27;16:21;Bolivia;27;13.6;21.9;;;9.7;-0.14;;15.4;1.8;7.4
2025-12-27;16:21;Fontibon;30;8.5;31.2;1.1;1.7;19.0;0.42;2.3;9.9;1.4;40.0
2025-12-27;16:21;Usme;32;6.7;34.3;2.4;;6.0;0.3;;13.4;6.8;32.1
2025-12-27;16:21;Jazmin;34;15.4;27.5;1.0;;7.1;0.35;;19.0;3.6;26.5
2025-12-27;16:21;Ciudad Bolivar;37;10.6;30.8;1.4;2.0;7.3;0.2;17.5;23.0;12.4;30.0
2025-12-27;16:21;Colina;38;62.8;-9999.0;0.4;;8.0;0.7;;86.3;23.5;2.4
2025-12-27;16:21;Movil Fontibon;39;-9999.0;;;;14.3;-9999.0;;-9999.0;-9999.0;61.5
2025-12-27;17:23;Usaquen;1;-9999.0;-9999.0;-9999.0;;3.6;-9999.0;;-9999.0;-9999.0;22.2
2025-12-27;17:23;Carvajal - Sevillana;3;;;3.8;;26.0;0.89;;;;36.0
2025-12-27;17:23;Tunal;4;5.9;20.0;-1.7;0.8;10.0;-9999.0;14.5;10.4;4.5;22.0
2025-12-27;17:23;Centro de Alto Rendimiento;5;8.7;-9999.0;1.2;2.1;3.8;0.27;7.1;10.0;1.3;17.4
2025-12-27;17:23;Las Ferias;6;15.1;23.5;;;8.0;0.47;;22.2;7.1;3.7
2025-12-27;17:23;Guaymaral;8;8.2;23.9;0.7;;8.0;0.31;;10.7;2.5;16.0
2025-12-27;17:23;Kennedy;9;9.1;34.4;1.1;1.4;10.3;0.76;7.6;11.6;2.6;38.0
2025-12-27;17:23;Suba;11;3.9;22.4;0.7;;13.0;0.32;;4.2;0.3;16.1
2025-12-27;17:23;Puente Aranda;13;15.1;20.7;1.6;2.1;10.7;0.23;6.8;18.6;3.4;23.5
2025-12-27;17:23;MinAmbiente;17;5.1;28.8;0.8;;14.0;0.28;;6.8;1.7;18.0
2025-12-27;17:23;San Cristobal;24;0.2;23.8;0.8;0.6;5.0;0.34;25.9;1.6;1.4;21.0
2025-12-27;17:23;Movil 7ma;26;;;;;9.6;-9999.0;;;;16.3
2025-12-27;17:23;Bolivia;27;12.4;23.0;;;10.1;-0.14;;14.1;1.7;16.9
2025-12-27;17:23;Fontibon;30;8.5;27.1;0.6;1.6;19.0;0.45;6933.8;9.6;1.1;31.0
2025-12-27;17:23;Usme;32;7.5;34.3;4.0;;4.6;0.3;;14.8;7.3;26.1
2025-12-27;17:23;Jazmin;34;14.7;22.9;0.6;;10.1;0.32;;19.2;4.5;22.1
2025-12-27;17:23;Ciudad Bolivar;37;14.9;28.7;1.7;2.3;6.6;0.3;18.4;26.8;11.9;23.9
2025-12-27;17:23;Colina;38;62.8;-9999.0;0.4;;8.0;0.7;;86.3;23.5;2.4
2025-12-27;17:23;Movil Fontibon;39;-9999.0;;;;18.2;-9999.0;;-9999.0;-9999.0;71.3
2025-12-27;18:23;Usaquen;1;-9999.0;-9999.0;-9999.0;;3.0;-9999.0;;-9999.0;-9999.0;10.1
2025-12-27;18:23;Carvajal - Sevillana;3;;;2.7;;27.0;1.18;;;;26.0
2025-12-27;18:23;Tunal;4;5.9;20.0;-1.7;0.8;10.0;-9999.0;14.5;10.4;4.5;22.0
2025-12-27;18:23;Centro de Alto Rendimiento;5;8.1;-9999.0;1.2;1.9;7.7;0.25;5.7;9.0;0.8;22.5
2025-12-27;18:23;Las Ferias;6;22.3;20.7;;;6.0;0.58;;28.4;6.1;2.9
2025-12-27;18:23;Guaymaral;8;6.8;23.6;0.6;;9.0;0.29;;6.6;0.0;17.0
2025-12-27;18:23;Kennedy;9;10.9;28.7;0.9;1.3;7.6;0.82;8.8;12.7;1.8;36.6
2025-12-27;18:23;Suba;11;4.9;20.0;0.7;;24.0;0.33;;5.0;0.1;18.4
2025-12-27;18:23;Puente Aranda;13;18.7;16.4;1.5;2.3;9.2;0.32;3.2;21.9;3.2;25.3
2025-12-27;18:23;MinAmbiente;17;5.6;25.9;0.8;;12.0;0.31;;8.3;2.7;24.0
2025-12-27;18:23;San Cristobal;24;0.1;22.0;1.1;0.6;7.0;0.35;20.0;1.5;1.4;27.0
2025-12-27;18:23;Movil 7ma;26;;;;;8.2;-9999.0;;;;18.7
2025-12-27;18:23;Bolivia;27;12.0;21.2;;;18.5;-0.12;;13.4;1.4;27.7
2025-12-27;18:23;Fontibon;30;8.2;23.7;0.4;1.3;19.0;0.55;1522.5;9.2;1.0;25.0
2025-12-27;18:23;Usme;32;15.9;34.3;1.6;;3.4;0.63;;31.2;15.4;13.6
2025-12-27;18:23;Jazmin;34;23.6;16.3;0.9;;9.0;0.49;;27.8;4.1;24.7
2025-12-27;18:23;Ciudad Bolivar;37;21.1;23.7;2.2;3.8;5.2;0.43;7.0;35.0;13.8;32.5
2025-12-27;18:23;Colina;38;62.8;-9999.0;0.4;;8.0;0.7;;86.3;23.5;2.4
2025-12-27;18:23;Movil Fontibon;39;-9999.0;;;;18.1;-9999.0;;-9999.0;-9999.0;48.6
2025-12-27;21:19;Usaquen;1;-9999;-9999;-9999;;4.2;-9999;;-9999;-9999;12
2025-12-27;21:19;Carvajal - Sevillana;3;;;3;;28;1.09;;;;56
2025-12-27;21:19;Tunal;4;5.9;20;-1.7;0.8;10;-9999;14.5;10.4;4.5;22
2025-12-27;21:19;Centro de Alto Rendimiento;5;4.1;-9999;1.1;1.1;11.6;0.22;23.5;4.4;0.2;15.3
2025-12-27;21:19;Las Ferias;6;12.2;19.4;;;8;0.42;;16.9;4.7;2.3
2025-12-27;21:19;Guaymaral;8;6.2;23.4;0.3;;7;0.27;;6;0;20
2025-12-27;21:19;Kennedy;9;22;14.1;2.6;3.1;13.9;0.99;19.1;35.8;13.8;37.6
2025-12-27;21:19;Suba;11;8.4;13.2;0.5;;14;0.32;;8.8;0.4;9.8
2025-12-27;21:19;Puente Aranda;13;22.8;11.9;1.4;1.6;3.6;0.51;7.6;31.1;8.3;13.7
2025-12-27;21:19;MinAmbiente;17;5.5;26.6;0.8;;13;0.29;;8;2.4;17
2025-12-27;21:19;San Cristobal;24;0.1;20.1;0.8;0.6;9;0.4;32.5;1.5;1.4;19
2025-12-27;21:19;Movil 7ma;26;;;;;3.1;-9999;;;;25.1
2025-12-27;21:19;Bolivia;27;20.3;9.5;;;12;-0.1;;32.9;12.5;16.3
2025-12-27;21:19;Fontibon;30;16.2;14.1;0.8;1.9;22;0.64;6.8;17.2;0.9;27
2025-12-27;21:19;Usme;32;17;34.3;0.2;;5.6;0.65;;32.7;15.7;26.2
2025-12-27;21:19;Jazmin;34;23.6;12.1;0.4;;7.6;0.47;;29.3;5.6;20.2
2025-12-27;21:19;Ciudad Bolivar;37;10.3;26.5;1.2;0.7;5.1;0.17;18.7;19.1;8.8;32.1
2025-12-27;21:19;Colina;38;62.8;-9999;0.4;;8;0.7;;86.3;23.5;2.4
2025-12-27;21:19;Movil Fontibon;39;-9999;;;;17.6;-9999;;-9999;-9999;38.2
